,genes,description,MF Terms,Receptor/Channel,Kinase/Phosphatase,Ubiquitin/E3,Vesicle/Transporters,GTP/ATP Regulators,Nucleic Acid Binding,Translation,Membrane/Cell Adhesion,Other Regulators,Scaffolds/Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total
133,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979],"['protein phosphatase binding', 'transmembrane receptor protein tyrosine kinase adaptor activity', 'insulin binding', '1-phosphatidylinositol-3-kinase regulator activity', 'insulin-like growth factor receptor binding', 'insulin receptor binding', 'transcription factor binding', 'phosphatidylinositol 3-kinase regulatory subunit binding', 'phosphotyrosine residue binding', 'insulin receptor substrate binding', 'protein heterodimerization activity', 'ErbB-3 class receptor binding', 'neurotrophin TRKA receptor binding']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
134,RPS3,ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420],"['protein-containing complex binding', 'mRNA binding', 'oxidized purine DNA binding', 'protein kinase A binding', 'Hsp70 protein binding', 'supercoiled DNA binding', 'endodeoxyribonuclease activity', 'oxidized pyrimidine DNA binding', 'structural constituent of ribosome', 'microtubule binding', 'transcription factor binding', 'iron-sulfur cluster binding', 'class I DNA-(apurinic or apyrimidinic site) endonuclease activity', 'protein kinase binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'small ribosomal subunit rRNA binding', 'Hsp90 protein binding', 'ubiquitin-like protein conjugating enzyme binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
135,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],"['protease binding', 'protein-containing complex binding', 'low-density lipoprotein particle receptor activity', 'heparan sulfate proteoglycan binding', 'coreceptor activity', 'apolipoprotein receptor activity', 'lipoprotein particle receptor binding', 'calcium ion binding', 'RNA binding', 'amyloid-beta binding', 'scavenger receptor activity', 'alpha-2 macroglobulin receptor activity', 'clathrin heavy chain binding', 'apolipoprotein binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,CTNNA1,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509],"['RNA binding', 'vinculin binding', 'structural molecule activity', 'cadherin binding', 'actin filament binding', 'beta-catenin binding', 'gamma-catenin binding', 'identical protein binding']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
140,FMR1,FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775],"['RNA stem-loop binding', 'ion channel binding', 'poly(G) binding', 'RNA strand annealing activity', 'miRNA binding', 'dynein complex binding', 'translation initiation factor binding', ""mRNA 3'-UTR binding"", 'poly(U) RNA binding', 'microtubule binding', 'chromatin binding', 'translation repressor activity', 'methylated histone binding', 'sequence-specific mRNA binding', 'G-quadruplex RNA binding', 'ribosome binding', 'protein heterodimerization activity', 'siRNA binding', ""mRNA 5'-UTR binding"", 'protein homodimerization activity']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
142,PRKCZ,protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412],"['protein-containing complex binding', '14-3-3 protein binding', 'calcium-dependent protein kinase C activity', 'potassium channel regulator activity', 'ATP binding', 'insulin receptor substrate binding', 'metal ion binding', 'protein kinase binding', 'phospholipase binding']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,NOTCH2,notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882],"['enzyme binding', 'signaling receptor activity', 'calcium ion binding', 'NF-kappaB binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,RPL11,ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301],"['5S rRNA binding', 'ubiquitin protein ligase binding', 'structural constituent of ribosome', 'ubiquitin ligase inhibitor activity']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
146,TRAF6,TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036],"['ubiquitin protein ligase binding', 'ubiquitin conjugating enzyme binding', 'identical protein binding', 'histone deacetylase binding', 'protein N-terminus binding', 'ubiquitin protein ligase activity', 'protein kinase B binding', 'thioesterase binding', 'tumor necrosis factor receptor binding', 'mitogen-activated protein kinase kinase kinase binding', 'zinc ion binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,CRK,"CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]","['ephrin receptor binding', 'cytoskeletal protein binding', 'insulin-like growth factor receptor binding', 'scaffold protein binding', 'signaling receptor complex adaptor activity', 'SH2 domain binding', 'protein self-association', 'SH3 domain binding', 'protein tyrosine kinase binding', 'phosphotyrosine residue binding']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
149,RB1,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884],"['ubiquitin protein ligase binding', 'disordered domain specific binding', 'RNA polymerase II activating transcription factor binding', 'kinase binding', 'importin-alpha family protein binding', 'phosphoprotein binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'identical protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],['heat shock protein binding'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
153,MAPRE3,microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892],"['protein kinase binding', 'microtubule plus-end binding', 'protein C-terminus binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
156,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]","['DNA binding', 'RNA binding', 'ubiquitin protein ligase activity', 'protein binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
157,MAPT,microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893],"['lipoprotein particle binding', 'microtubule lateral binding', 'RNA binding', 'actin binding', 'SH3 domain binding', 'protein phosphatase 2A binding', 'single-stranded DNA binding', 'dynactin binding', 'sequence-specific DNA binding', 'protein kinase binding', 'identical protein binding', 'histone-dependent DNA binding', 'protein-macromolecule adaptor activity', 'phosphatidylinositol bisphosphate binding', 'minor groove of adenine-thymine-rich DNA binding', 'chaperone binding', 'double-stranded DNA binding', 'Hsp90 protein binding', 'apolipoprotein binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
158,LSAMP,limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705],['protein binding'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
159,EPB41L1,erythrocyte membrane protein band 4.1 like 1 [Source:HGNC Symbol;Acc:HGNC:3378],"['structural molecule activity', 'actin binding']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
162,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918],"[""mRNA 5'-UTR binding"", 'poly(A) binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
163,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772],"['GTPase activity', 'structural constituent of cytoskeleton', 'GTP binding', 'netrin receptor binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
165,TARDBP,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571],"[""mRNA 3'-UTR binding"", 'pre-mRNA intronic binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'identical protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
166,CNOT1,CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877],"['estrogen receptor binding', 'RNA binding', 'molecular adaptor activity', 'armadillo repeat domain binding', 'poly(A)-specific ribonuclease activity', 'retinoic acid receptor binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
170,CADM2,cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849],None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
171,RPL19,ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312],"['structural constituent of ribosome', 'RNA binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
172,NEDD4,NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727],"['beta-2 adrenergic receptor binding', 'RNA polymerase binding', 'ubiquitin binding', 'phosphothreonine residue binding', 'proline-rich region binding', 'ubiquitin protein ligase activity', 'protein domain specific binding', 'sodium channel inhibitor activity', 'phosphoserine residue binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
175,ATP2B4,ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817],"['PDZ domain binding', 'protein phosphatase 2B binding', 'calmodulin binding', 'calcium transmembrane transporter activity, phosphorylative mechanism', 'sodium channel regulator activity', 'scaffold protein binding', 'nitric-oxide synthase inhibitor activity', 'calcium-dependent protein binding', 'ATP binding', 'metal ion binding', 'nitric-oxide synthase binding', 'protein kinase binding']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
176,UBE3A,ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496],"['ubiquitin protein ligase activity', 'metal ion binding', 'protein binding', 'transcription coactivator activity']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
178,MAPK3,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877],"['MAP kinase activity', 'scaffold protein binding', 'ATP binding', 'phosphotyrosine residue binding', 'MAP kinase kinase activity', 'phosphatase binding', 'identical protein binding']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]","['ubiquitin protein ligase activity', 'protein binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
181,RPS16,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],"['structural constituent of ribosome', 'RNA binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
182,CHD3,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918],"['protein binding', 'RNA binding', 'ATP binding', 'nucleosome-dependent ATPase activity', 'transcription regulatory region sequence-specific DNA binding', 'double-stranded DNA helicase activity', 'zinc ion binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
184,EFTUD2,elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858],"['GTPase activity', 'U5 snRNA binding', 'GTP binding', 'protein binding']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
185,MAP2K4,mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844],"['JUN kinase kinase activity', 'ATP binding', 'protein serine/threonine kinase activity', 'protein tyrosine kinase activity', 'mitogen-activated protein kinase kinase kinase binding']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,MYT1L,myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623],"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'zinc ion binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
188,RPL8,ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368],"['structural constituent of ribosome', 'rRNA binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
190,ATM,ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795],"['DNA-dependent protein kinase activity', 'protein-containing complex binding', 'protein N-terminus binding', 'protein threonine kinase activity', 'DNA binding', 'ATP binding', '1-phosphatidylinositol-3-kinase activity', 'identical protein binding', 'protein serine kinase activity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,DYNLL1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],"['dynein intermediate chain binding', 'motor activity', 'dynein light intermediate chain binding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
193,ACTN4,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166],"['protein N-terminus binding', 'calcium ion binding', 'RNA binding', 'ion channel binding', 'nucleoside binding', 'chromatin DNA binding', 'retinoic acid receptor binding', 'nuclear receptor coactivator activity', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'actin filament binding', 'protein homodimerization activity', 'integrin binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
194,RPL12,ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302],"['large ribosomal subunit rRNA binding', 'structural constituent of ribosome', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
195,PRKCB,protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395],"['histone kinase activity (H3-T6 specific)', 'calcium-dependent protein kinase C activity', 'ATP binding', 'protein kinase C binding', 'zinc ion binding', 'androgen receptor binding', 'nuclear receptor coactivator activity', 'chromatin binding', 'histone binding', 'calcium channel regulator activity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,DNM2,dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974],"['protein-containing complex binding', 'D2 dopamine receptor binding', 'GTPase activity', 'WW domain binding', 'SH3 domain binding', 'GTP binding', 'microtubule binding', 'phosphatidylinositol 3-kinase regulatory subunit binding', 'nitric-oxide synthase binding', 'protein kinase binding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
197,CNKSR2,connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701],['protein kinase binding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,BCLAF1,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863],"['DNA binding', 'transcription coregulator activity', 'RNA binding', 'protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
199,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]","['protein-containing complex binding', 'mRNA binding', 'SH2 domain binding', 'DNA binding', 'SH3 domain binding', 'poly(U) RNA binding', 'protein tyrosine kinase binding', 'poly(A) binding', 'identical protein binding', 'signaling adaptor activity']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,PDE4DIP,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580],"['enzyme binding', 'molecular adaptor activity']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
201,CACNA1C,calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390],"['alpha-actinin binding', 'voltage-gated calcium channel activity involved in AV node cell action potential', 'calmodulin binding', 'high voltage-gated calcium channel activity', 'metal ion binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,TNK2,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297],"['epidermal growth factor receptor binding', 'ubiquitin protein ligase binding', 'protein threonine kinase activity', 'WW domain binding', 'GTPase inhibitor activity', 'ATP binding', 'metal ion binding', 'protein serine/threonine/tyrosine kinase activity', 'non-membrane spanning protein tyrosine kinase activity', 'identical protein binding', 'protein serine kinase activity']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
205,MAPK10,mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872],"['ATP binding', 'MAP kinase kinase activity', 'JUN kinase activity', 'protein binding']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,STAT1,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362],"['RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'protein homodimerization activity', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II core promoter sequence-specific DNA binding', 'promoter-specific chromatin binding', 'cadherin binding', 'histone acetyltransferase binding', 'ubiquitin-like protein ligase binding', 'tumor necrosis factor receptor binding', 'repressing transcription factor binding', 'histone binding', 'nuclear hormone receptor binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
211,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302],"['protein phosphatase regulator activity', 'protein serine/threonine phosphatase activity', 'protein heterodimerization activity', 'protein antigen binding']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
212,PRKCE,protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401],"['enzyme activator activity', 'ethanol binding', 'signaling receptor activator activity', '14-3-3 protein binding', 'calcium-dependent protein kinase C activity', 'actin monomer binding', 'ATP binding', 'enzyme binding', 'metal ion binding', 'calcium-independent protein kinase C activity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,ITCH,itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890],"['CXCR chemokine receptor binding', 'arrestin family protein binding', 'ubiquitin protein ligase activity', 'ubiquitin-like protein ligase binding', 'ligase activity', 'ribonucleoprotein complex binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
214,KSR1,kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465],"['protein threonine kinase activity', 'MAP-kinase scaffold activity', '14-3-3 protein binding', 'ATP binding', 'mitogen-activated protein kinase kinase binding', 'protein C-terminus binding', 'metal ion binding', 'chaperone binding', 'Hsp90 protein binding', 'protein serine kinase activity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960],"['transferrin receptor binding', 'protein threonine kinase activity', 'scaffold protein binding', 'ATP binding', 'protein heterodimerization activity', 'IkappaB kinase activity', 'protein kinase binding', 'protein homodimerization activity', 'protein serine kinase activity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,RPL5,ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360],"['ubiquitin protein ligase binding', ""mRNA 3'-UTR binding"", 'structural constituent of ribosome', 'ubiquitin ligase inhibitor activity', '5S rRNA binding', ""mRNA 5'-UTR binding""]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
217,UBL4A,ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505],"['chaperone binding', 'ubiquitin-like protein transferase activity']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
218,TCF4,transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'protein heterodimerization activity', 'TFIIB-class transcription factor binding', 'protein C-terminus binding', 'E-box binding', 'beta-catenin binding', 'identical protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
219,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],"['protein kinase binding', 'phosphatase regulator activity', '14-3-3 protein binding', 'enzyme inhibitor activity']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
