,genes,Synonym,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile,training positive examples,name,Receptor_Channel,Kinase_Phosphatase,Ubiquitin_E3,Vesicle_Transporters,GTP_ATP Regulators,Nucleic Acid Binding,Translation,Membrane_Cell Adhesion,Other Regulators,Scaffolds_Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total,MF Terms,HGNC Accession
9975,TRIM34,['RNF21'],3.6327758999897433,0,0,0,0,0,0,0,0,0,0,no,no,5.213692125049466,no,tripartite motif containing 34 ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['ubiquitin protein ligase activity', 'zinc ion binding', 'protein kinase binding', 'protein homodimerization activity']",HGNC:10063
9976,TRIM35,"['HLS5', 'KIAA1098', 'MAIR']",4.011286123018478,0,0,0,0,0,0,0,0,0,0,no,no,45.32053818757421,no,tripartite motif containing 35 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity']",HGNC:16285
9977,TRIM36,"['RBCC728', 'HAPRIN', 'RNF98']",4.0478682308779925,0,0,0,0,0,0,1,0,1,1,no,no,50.56390977443609,no,tripartite motif containing 36 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"['ubiquitin-protein transferase activity', 'zinc ion binding', 'alpha-tubulin binding']",HGNC:16280
9978,TRIM37,"['KIAA0898', 'POB1', 'TEF3', 'MUL']",Training Gene,0,1,0,0,0,0,0,1,0,1,yes,known,Training Gene,no,tripartite motif containing 37 ,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['zinc ion binding', 'ubiquitin protein ligase binding', 'chromatin binding', 'ubiquitin protein ligase activity', 'protein homodimerization activity', 'tumor necrosis factor receptor binding']",HGNC:7523
9979,TRIM38,"['RNF15', 'RORET']",4.099604060974237,0,0,0,0,0,0,0,0,0,0,no,no,58.13217253660467,no,tripartite motif containing 38 ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['ubiquitin protein ligase activity', 'zinc ion binding', 'protein kinase binding', 'protein homodimerization activity']",HGNC:10059
9980,TRIM4,['RNF87'],3.757505022336507,0,0,0,0,0,0,0,0,0,0,no,no,13.10842896715473,no,tripartite motif containing 4 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'identical protein binding']",HGNC:16275
9981,TRIM41,"['RINCK', 'MGC1127']",4.3635295644984975,0,0,0,0,0,0,0,0,0,0,no,no,82.79580530273051,no,tripartite motif containing 41 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'identical protein binding']",HGNC:19013
9982,TRIM45,"['FLJ13181', 'RNF99']",3.694718534751752,0,0,0,0,0,0,0,0,0,0,no,no,8.161851998417095,no,tripartite motif containing 45 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['ubiquitin-protein transferase activity', 'zinc ion binding']",HGNC:19018
9983,TRIM46,"['TRIFIC', 'FLJ23229']",4.1130850909601255,0,0,0,1,0,1,1,0,3,3,no,no,59.81400870597547,no,,,,,,,,,,,,,,,,,,,
9984,TRIM5,"['TRIM5alpha', 'RNF88']",4.292993004013262,0,0,0,0,0,0,0,0,0,0,no,no,77.75029679461812,no,tripartite motif containing 5 ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,"['pattern recognition receptor activity', 'zinc ion binding', 'protein-macromolecule adaptor activity', 'protein kinase binding', 'ubiquitin protein ligase activity', 'protein homodimerization activity']",HGNC:16276
9985,TRIM54,"['MURF-3', 'RNF30', 'MURF']",4.349592809037548,0,0,0,0,0,0,0,0,0,0,no,no,81.93510091017015,no,tripartite motif containing 54 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"['microtubule binding', 'zinc ion binding', 'ubiquitin protein ligase activity']",HGNC:16008
9986,TRIM55,"['MURF-2', 'RNF29']",4.098956291324022,0,0,0,0,0,0,0,0,0,0,no,no,58.01345468935497,no,tripartite motif containing 55 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'identical protein binding']",HGNC:14215
9987,TRIM56,['RNF109'],3.962348128219412,0,0,0,0,0,0,0,0,0,0,no,no,38.44479620102889,no,tripartite motif containing 56 ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['ubiquitin-protein transferase activity', 'zinc ion binding', 'RNA binding', 'protein binding']",HGNC:19028
9988,TRIM59,"['TSBF1', 'RNF104', 'Mrf1', 'TRIM57']",3.9679195479911935,0,0,0,0,0,0,0,0,0,0,no,no,39.33518005540167,no,tripartite motif containing 59 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'protein binding']",HGNC:30834
9989,TRIM62,"['FLJ10759', 'DEAR1']",4.089177536808562,0,0,0,0,0,0,0,0,0,0,no,no,56.667985753858325,no,tripartite motif containing 62 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'identical protein binding']",HGNC:25574
9990,TRIM63,"['RNF28', 'IRF', 'MURF-1', 'SMRZ']",4.048613401176033,0,0,0,0,0,0,0,0,0,0,no,no,50.702413929560734,no,tripartite motif containing 63 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['titin binding', 'zinc ion binding', 'ubiquitin protein ligase activity']",HGNC:16007
9991,TRIM68,"['RNF137', 'SS-56', 'FLJ10369']",3.9573991466667975,0,0,0,0,0,0,0,0,0,0,no,no,37.593984962406005,no,tripartite motif containing 68 ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['zinc ion binding', 'androgen receptor binding', 'histone acetyltransferase binding', 'protein kinase binding', 'ubiquitin protein ligase activity', 'protein homodimerization activity']",HGNC:21161
9992,TRIM7,"['RNF90', 'GNIP']",4.095511172402116,0,0,0,0,0,0,0,0,0,0,no,no,57.53858330035615,no,tripartite motif containing 7 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'ubiquitin protein ligase activity', 'protein binding']",HGNC:16278
9993,TRIM71,"['LIN-41', 'LIN41']",3.931627022205357,0,0,0,0,0,0,1,0,1,1,no,no,33.96319746735259,no,tripartite motif containing 71 ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['translation repressor activity', 'miRNA binding', 'zinc ion binding', 'protein binding', 'ubiquitin protein ligase activity']",HGNC:32669
9994,TRIM72,['MG53'],4.1449315047182855,0,0,0,0,0,0,0,0,0,0,no,no,63.8800949742778,no,tripartite motif containing 72 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'phosphatidylserine binding', 'identical protein binding', 'ubiquitin conjugating enzyme binding', 'ubiquitin protein ligase activity']",HGNC:32671
9995,TRIM8,"['GERP', 'RNF27']",4.116655114351,0,0,0,0,0,0,0,0,0,0,no,no,60.53620894341116,no,tripartite motif containing 8 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['zinc ion binding', 'transferase activity', 'protein homodimerization activity']",HGNC:15579
9996,TRIM9,"['RNF91', 'SPRING']",Training Gene,1,1,0,1,0,1,0,2,2,4,yes,known,Training Gene,yes,tripartite motif containing 9 ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['zinc ion binding', 'protein domain specific binding', 'ubiquitin protein ligase activity', 'SNARE binding', 'protein homodimerization activity']",HGNC:16288
9997,TRIO,['ARHGEF23'],4.9142777760737175,1,1,0,1,1,1,1,2,4,6,yes,known,98.84250098931541,yes,trio Rho guanine nucleotide exchange factor ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['guanyl-nucleotide exchange factor activity', 'protein binding', 'protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:12303
9998,TRIOBP,"['HRIHFB2122', 'Tara', 'TAP68', 'KIAA1662', 'DFNB28']",4.276383214155889,0,0,0,0,0,0,1,0,1,1,no,no,76.24653739612188,no,TRIO and F-actin binding protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['small GTPase binding', 'myosin II binding', 'actin filament binding', 'ubiquitin protein ligase binding']",HGNC:17009
9999,TRIP10,"['STOT', 'STP', 'HSTP', 'CIP4']",4.148093453349028,0,0,0,0,0,0,0,0,0,0,no,no,64.26592797783934,no,thyroid hormone receptor interactor 10 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['lipid binding', 'identical protein binding']",HGNC:12304
10000,TRIP12,"['KIAA0045', 'TRIPC', 'ULF']",4.112211646957837,0,0,0,0,0,0,0,0,0,0,no,no,59.71507716660072,no,thyroid hormone receptor interactor 12 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['thyroid hormone receptor binding', 'ubiquitin protein ligase activity']",HGNC:12306
10001,TRIP13,['16E1BP'],Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,thyroid hormone receptor interactor 13 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['identical protein binding', 'ATPase activity', 'ATP binding', 'transcription coregulator activity']",HGNC:12307
10002,TRIP4,"['ASC-1', 'ZC2HC5', 'HsT17391']",3.919367675673504,0,0,0,0,0,0,0,0,0,0,no,no,32.330827067669176,no,thyroid hormone receptor interactor 4 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['transcription coactivator activity', 'protease binding', 'zinc ion binding', 'estrogen receptor binding', 'histone acetyltransferase binding', 'ubiquitin-like protein ligase binding', 'protein kinase binding']",HGNC:12310
10003,TRIP6,"['MGC10558', 'MGC10556', 'ZRP-1', 'OIP1', 'MGC29959', 'MGC3837', 'MGC4423']",4.670340563405658,0,0,0,0,0,0,0,0,0,0,yes,new,95.5579738820736,no,thyroid hormone receptor interactor 6 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'thyroid hormone receptor binding', 'kinase binding', 'metal ion binding', 'interleukin-1 receptor binding']",HGNC:12311
10004,TRIT1,"['FLJ20061', 'IPT']",3.797232696874477,0,0,0,0,0,0,0,0,0,0,no,no,16.51167392164622,no,tRNA isopentenyltransferase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA dimethylallyltransferase activity', 'zinc ion binding', 'nucleic acid binding', 'ATP binding']",HGNC:20286
10005,TRMT1,"['FLJ20244', 'TRM1']",3.9202871668045383,0,0,0,0,0,0,0,0,0,0,no,no,32.39018599129402,no,tRNA methyltransferase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'tRNA binding', 'tRNA (guanine-N2-)-methyltransferase activity', 'protein binding']",HGNC:25980
10006,TRMT10A,"['MGC27034', 'RG9MTD2', 'TRM10']",3.673977692812597,0,0,0,0,0,0,0,0,0,0,no,no,7.083498219232292,no,tRNA methyltransferase 10A ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA binding', 'tRNA (guanine(9)-N(1))-methyltransferase activity', 'protein binding']",HGNC:28403
10007,TRMT10B,"['FLJ31455', 'bA3J10.9', 'RG9MTD3']",3.684580165823288,0,0,0,0,0,0,0,0,0,0,no,no,7.617728531855955,no,tRNA methyltransferase 10B ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA binding', 'tRNA (guanine(9)-N(1))-methyltransferase activity', 'protein binding']",HGNC:26454
10008,TRMT10C,"['FLJ20432', 'MRPP1', 'RG9MTD1']",3.9364001843228884,0,0,0,0,0,0,1,0,1,1,no,no,34.76454293628809,no,"tRNA methyltransferase 10C, mitochondrial RNase P subunit ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['mRNA (adenine-N1-)-methyltransferase activity', 'tRNA (guanine(9)-N(1))-methyltransferase activity', 'tRNA (adenine-N1-)-methyltransferase activity', 'identical protein binding', 'tRNA binding']",HGNC:26022
10009,TRMT112,"['HSPC170', 'TRM112', 'HSPC152', 'TRMT11-2', 'hTrm112']",4.019320516930613,0,0,0,0,0,0,0,0,0,0,no,no,46.369212504946574,no,tRNA methyltransferase subunit 11-2 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein heterodimerization activity', 'protein methyltransferase activity', 'rRNA (guanine) methyltransferase activity']",HGNC:26940
10010,TRMT12,"['FLJ20772', 'TYW2', 'Trm12']",3.810122625645341,0,0,0,0,0,0,0,0,0,0,no,no,17.827463395330433,no,tRNA methyltransferase 12 homolog ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA methyltransferase activity', 'tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity', 'protein binding']",HGNC:26091
10011,TRMT1L,['C1orf25'],4.070477436560872,0,0,0,0,0,0,0,0,0,0,no,no,54.05619311436486,no,tRNA methyltransferase 1 like ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'tRNA binding', 'tRNA (guanine-N2-)-methyltransferase activity', 'protein binding']",HGNC:16782
10012,TRMT44,"['TRM44', 'C4orf23', 'METTL19', 'FLJ35725']",3.5925052358295657,0,0,0,0,0,0,0,0,0,0,no,no,4.105658884052236,no,tRNA methyltransferase 44 homolog ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA (uracil) methyltransferase activity', 'metal ion binding']",HGNC:26653
10013,TRMT5,"['KIAA1393', 'TRM5']",3.5296445781253065,0,0,0,0,0,0,0,0,0,0,no,no,2.285318559556787,no,tRNA methyltransferase 5 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['tRNA (guanine(37)-N(1))-methyltransferase activity'],HGNC:23141
10014,TRMT6,"['Gcd10p', 'CGI-09', 'GCD10', 'MGC5029']",4.116168445344262,0,0,0,0,0,0,0,0,0,0,no,no,60.41749109616146,no,tRNA methyltransferase 6 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA (adenine-N1-)-methyltransferase activity', 'RNA binding', 'protein binding']",HGNC:20900
10015,TRMT61A,"['GCD14', 'FLJ40452', 'Gcd14p', 'C14orf172', 'hTRM61']",4.188309368808458,0,0,0,0,0,0,0,0,0,0,no,no,68.67827463395331,no,tRNA methyltransferase 61A ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA (adenine-N1-)-methyltransferase activity', 'mRNA (adenine-N1-)-methyltransferase activity', 'protein binding']",HGNC:23790
10016,TRMT61B,['FLJ20628'],4.069389874318212,0,0,0,0,0,0,0,0,0,0,no,no,53.80886426592797,no,tRNA methyltransferase 61B ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['mRNA (adenine-N1-)-methyltransferase activity', 'tRNA (adenine-N1-)-methyltransferase activity', 'rRNA (adenine) methyltransferase activity', 'protein binding']",HGNC:26070
10017,TRMU,"['MTO2', 'TRMT', 'MTU1', 'FLJ10140']",3.833033469785032,0,0,0,0,0,0,0,0,0,0,no,no,20.211713494261968,no,tRNA mitochondrial 2-thiouridylase ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['sulfurtransferase activity', 'tRNA binding', 'ATP binding']",HGNC:25481
10018,TRNAU1AP,"['SECP43', 'FLJ20503', 'TRSPAP1']",3.6799351461793885,0,0,0,0,0,0,0,0,0,0,no,no,7.390185991294024,no,tRNA selenocysteine 1 associated protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['tRNA binding', 'protein binding']",HGNC:30813
10019,TRNT1,"['CCA1', 'MtCCA', 'CGI-47']",3.913652682519032,0,0,0,0,0,0,1,0,1,1,no,no,31.578947368421048,no,tRNA nucleotidyl transferase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"", ""5'-3' RNA polymerase activity"", 'CTP:tRNA cytidylyltransferase activity', ""CTP:3'-cytidine-tRNA cytidylyltransferase activity"", 'tRNA binding', 'ATP binding']",HGNC:17341
10020,TRO,"['MAGE-D3', 'MAGED3', 'KIAA1114']",4.313925537693486,0,0,0,0,0,0,0,0,0,0,no,no,79.29362880886427,no,trophinin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:12326
10021,TRPA1,['ANKTM1'],3.971392295763477,0,0,0,0,0,0,0,0,0,0,no,no,39.800158290463,no,transient receptor potential cation channel subfamily A member 1 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['temperature-gated cation channel activity', 'calcium-release channel activity', 'identical protein binding']",HGNC:497
10022,TRPC1,['HTRP-1'],3.98692543545094,0,0,0,0,0,0,0,0,0,0,no,no,41.8381480015829,no,transient receptor potential cation channel subfamily C member 1 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['signaling receptor binding', 'ATPase binding', 'inositol 1,4,5 trisphosphate binding', 'store-operated calcium channel activity']",HGNC:12333
10023,TRPC3,[nan],3.9685313722433824,0,0,0,0,0,0,0,0,0,0,no,no,39.39453897902651,no,transient receptor potential cation channel subfamily C member 3 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['store-operated calcium channel activity', 'inositol 1,4,5 trisphosphate binding', 'protein binding']",HGNC:12335
10024,TRPC4,"['TRP4', 'HTRP4']",3.95823978767716,0,0,0,0,0,0,0,0,0,0,no,no,37.752275425405614,no,transient receptor potential cation channel subfamily C member 4 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['store-operated calcium channel activity', 'cadherin binding', 'beta-catenin binding', 'inositol 1,4,5 trisphosphate binding']",HGNC:12336
10025,TRPC4AP,"['PPP1R158', 'C20orf188', 'DKFZP727M231', 'DKFZp586C1223', 'dJ756N5.2', 'TRRP4AP']",4.129069226132868,0,0,0,0,0,0,0,0,0,0,no,no,62.13889988128215,no,transient receptor potential cation channel subfamily C member 4 associated protein ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['phosphatase binding'],HGNC:16181
10026,TRPC5,['PPP1R159'],4.316771605211295,0,0,0,0,0,0,0,0,0,0,no,no,79.47170557973882,no,transient receptor potential cation channel subfamily C member 5 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['store-operated calcium channel activity', 'inositol 1,4,5 trisphosphate binding', 'protein binding']",HGNC:12337
10027,TRPC6,"['TRP6', 'FSGS2']",4.068837619710911,0,0,0,0,0,0,0,0,0,0,no,no,53.7198258804907,no,transient receptor potential cation channel subfamily C member 6 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['inositol 1,4,5 trisphosphate binding', 'store-operated calcium channel activity', 'actin binding', 'clathrin binding', 'protein homodimerization activity', 'ATPase binding', 'actinin binding']",HGNC:12338
10028,TRPC7,[nan],3.831032531272117,0,0,0,0,0,0,0,0,0,0,no,no,20.00395726157499,no,transient receptor potential cation channel subfamily C member 7 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['store-operated calcium channel activity', 'inositol 1,4,5 trisphosphate binding', 'protein binding']",HGNC:20754
10029,TRPM1,"['MLSN1', 'LTRPC1', 'CSNB1C']",3.944673395860165,0,0,0,1,0,0,0,0,1,1,no,no,35.95172140878512,no,transient receptor potential cation channel subfamily M member 1 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['calcium channel activity'],HGNC:7146
10030,TRPM2,"['EREG1', 'NUDT9L1', 'KNP3', 'TRPC7', 'LTRPC2', 'NUDT9H']",4.294922692597652,0,0,0,0,0,0,0,0,0,0,no,no,77.93826671943016,no,transient receptor potential cation channel subfamily M member 2 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['mono-ADP-D-ribose binding', 'calcium-release channel activity', 'calcium ion binding', 'sodium channel activity']",HGNC:12339
10031,TRPM3,"['GON-2', 'KIAA1616', 'LTRPC3']",4.415226374418497,0,0,0,0,0,0,0,0,0,0,no,no,85.98140087059755,no,transient receptor potential cation channel subfamily M member 3 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['calcium channel activity', 'calcium activated cation channel activity']",HGNC:17992
10032,TRPM4,['FLJ20041'],3.8589898914021923,0,0,0,0,0,0,0,0,0,0,no,no,23.525920063316182,no,transient receptor potential cation channel subfamily M member 4 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['calcium activated cation channel activity', 'calmodulin binding', 'ligand-gated calcium channel activity', 'calcium ion binding', 'ATP binding']",HGNC:17993
10033,TRPM5,"['MTR1', 'LTRPC5']",3.927165328842064,0,0,0,0,0,0,0,0,0,0,no,no,33.34982192322912,no,transient receptor potential cation channel subfamily M member 5 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['calcium activated cation channel activity', 'voltage-gated ion channel activity', 'potassium channel activity', 'protein binding', 'sodium channel activity', 'ligand-gated calcium channel activity']",HGNC:14323
10034,TRPM6,"['CHAK2', 'FLJ22628', 'HSH', 'HOMG']",4.2721377401133385,0,0,0,0,0,0,0,0,0,0,no,no,75.85081123862288,no,transient receptor potential cation channel subfamily M member 6 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'calcium channel activity', 'protein binding', 'protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:17995
10035,TRPM7,"['LTRPC7', 'CHAK1', 'TRP-PLIK']",4.399699593803751,0,0,0,0,0,0,0,0,0,0,no,no,85.20973486347448,no,transient receptor potential cation channel subfamily M member 7 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein threonine kinase activity', 'metal ion binding', 'calcium channel activity', 'actin binding', 'myosin binding', 'protein serine kinase activity', 'ATP binding']",HGNC:17994
10036,TRPS1,"['GC79', 'LGCR']",3.8301451317150192,0,0,0,1,0,0,0,0,1,1,no,no,19.88523941432529,no,transcriptional repressor GATA binding 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'zinc ion binding', 'protein domain specific binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding']",HGNC:12340
10037,TRPV1,['VR1'],3.925352205929336,0,0,0,0,0,0,0,0,0,0,no,no,33.05302730510487,no,transient receptor potential cation channel subfamily V member 1 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'phosphoprotein binding', 'transmembrane signaling receptor activity', 'calcium-release channel activity', 'excitatory extracellular ligand-gated ion channel activity', 'calmodulin binding', 'chloride channel regulator activity', 'identical protein binding', 'temperature-gated ion channel activity', 'phosphatidylinositol binding', 'ATP binding']",HGNC:12716
10038,TRPV2,"['VRL-1', 'VRL1', 'VRL']",3.8846193457008815,0,0,0,1,0,0,0,0,1,1,no,no,27.206173328056984,no,transient receptor potential cation channel subfamily V member 2 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['calcium channel activity'],HGNC:18082
10039,TRPV3,['VRL3'],3.8306859452114095,0,0,0,0,0,0,0,0,0,0,no,no,19.974277799762564,no,transient receptor potential cation channel subfamily V member 3 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['calcium channel activity'],HGNC:18084
