Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
944,PCDHA8,"['calcium ion binding', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'integral component of plasma membrane', 'nervous system development']",1,0,1,1,1
945,TTC1,"['unfolded protein binding', 'protein folding', 'peroxisomal membrane', 'cytosol']",0,0,0,1,0
946,INSR,"['positive regulation of phosphatidylinositol 3-kinase signaling', 'endosome membrane', 'neuron projection maintenance', 'insulin-like growth factor receptor binding', 'ATP binding', 'protein-containing complex binding', 'receptor-mediated endocytosis', 'activation of protein kinase B activity', 'activation of MAPK activity', 'regulation of embryonic development', 'cargo receptor activity', 'PTB domain binding', 'positive regulation of cell population proliferation', 'axon', 'insulin receptor complex', 'peptidyl-tyrosine autophosphorylation', 'extracellular exosome', 'GTP binding', 'positive regulation of glycolytic process', 'cellular response to growth factor stimulus', 'male sex determination', 'insulin-like growth factor II binding', 'positive regulation of mitotic nuclear division', 'learning', 'transformation of host cell by virus', 'protein heterotetramerization', 'positive regulation of cell migration', 'positive regulation of nitric oxide biosynthetic process', 'nuclear envelope', 'adrenal gland development', 'glucose homeostasis', 'positive regulation of respiratory burst', 'insulin-activated receptor activity', 'regulation of female gonad development', 'positive regulation of glucose import', 'amyloid-beta clearance', 'phosphatidylinositol 3-kinase binding', 'insulin binding', 'neuronal cell body membrane', 'external side of plasma membrane', 'dendrite membrane', 'dendritic spine maintenance', 'G protein-coupled receptor signaling pathway', 'memory', 'male gonad development', 'heart morphogenesis', 'insulin-like growth factor I binding', 'positive regulation of glycogen biosynthetic process', 'positive regulation of protein kinase B signaling', 'positive regulation of meiotic cell cycle', 'positive regulation of protein complex disassembly', 'exocrine pancreas development', 'insulin receptor signaling pathway', 'positive regulation of transcription, DNA-templated', 'amyloid-beta binding', 'nuclear lumen', 'positive regulation of developmental growth', 'insulin receptor substrate binding', 'epidermis development', 'caveola']",3,0,1,3,3
947,FAT3,"['integral component of membrane', 'multicellular organism development', 'plasma membrane', 'calcium ion binding', 'homophilic cell adhesion via plasma membrane adhesion molecules']",1,0,2,1,1
948,RAB22A,"['GTPase activity', 'endosome membrane', 'intracellular protein transport', 'endosome organization', 'GTP binding', 'plasma membrane', 'Rab protein signal transduction', 'extracellular exosome', 'regulation of vesicle size', 'actin cytoskeleton', 'ruffle', 'late endosome', 'GDP binding', 'phagocytic vesicle membrane', 'protein binding', 'endocytosis', 'early endosome']",2,1,2,1,0
949,VASH1,"['negative regulation of endothelial cell proliferation', 'negative regulation of blood vessel endothelial cell migration', 'labyrinthine layer blood vessel development', 'extracellular space', 'regulation of cellular senescence', 'endoplasmic reticulum', 'metallocarboxypeptidase activity', 'actin binding', 'proteolysis', 'cell cycle arrest', 'negative regulation of angiogenesis', 'negative regulation of lymphangiogenesis', 'response to wounding', 'apical part of cell']",1,0,0,1,2
950,LAMA2,"['signaling receptor binding', 'regulation of cell migration', 'synaptic cleft', 'axon guidance', 'extracellular matrix organization', 'extracellular matrix structural constituent', 'Schwann cell differentiation', 'basement membrane', 'positive regulation of synaptic transmission, cholinergic', 'dendritic spine', 'regulation of embryonic development', 'muscle organ development', 'neuromuscular junction', 'regulation of cell adhesion', 'sarcolemma']",1,0,3,1,1
951,RNPS1,"['negative regulation of mRNA splicing, via spliceosome', 'mRNA export from nucleus', 'regulation of alternative mRNA splicing, via spliceosome', 'ASAP complex', 'positive regulation of apoptotic process', 'cytosol', ""mRNA 3'-UTR binding"", 'exon-exon junction complex', 'protein binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', ""mRNA 3'-end processing"", 'transcription, DNA-templated', 'nuclear speck']",0,1,1,3,0
952,FLNC,"['ankyrin binding', 'focal adhesion', 'cytoskeleton', 'costamere', 'cytosol', 'cell junction assembly', 'actin filament binding', 'sarcoplasm', 'muscle fiber development', 'sarcolemma', 'Z disc']",0,0,4,1,1
953,AHNAK,"['regulation of RNA splicing', 'S100 protein binding', 'extracellular exosome', 'nucleus', 'focal adhesion', 'T-tubule', 'cell-cell contact zone', 'regulation of voltage-gated calcium channel activity', 'actin cytoskeleton', 'lysosomal membrane', 'cytosol', 'costamere', 'protein complex oligomerization', 'membrane raft', 'structural molecule activity conferring elasticity', 'RNA binding', 'cadherin binding']",1,0,2,1,0
954,HERC1,"['negative regulation of autophagy', 'ARF guanyl-nucleotide exchange factor activity', 'membrane', 'protein ubiquitination', 'ubiquitin-protein transferase activity', 'Golgi apparatus', 'cytosol', 'neuromuscular process controlling balance', 'cerebellar Purkinje cell differentiation', 'neuron projection development']",0,0,0,1,1
955,TECR,"['nucleus', 'very-long-chain enoyl-CoA reductase activity', 'integral component of endoplasmic reticulum membrane', 'fatty acid elongation', 'very long-chain fatty acid biosynthetic process', 'long-chain fatty-acyl-CoA biosynthetic process', 'protein binding', 'oxidation-reduction process']",0,0,0,2,0
956,DNAJC8,"['Hsp70 protein binding', 'nucleoplasm', 'mRNA splicing, via spliceosome', 'cytosol', 'intercellular bridge']",0,0,0,1,0
957,HNRNPCL1,"['RNA binding', 'nucleus']",0,0,0,1,0
958,PYCR2,"['L-proline biosynthetic process', 'cellular response to oxidative stress', 'pyrroline-5-carboxylate reductase activity', 'mitochondrial matrix', 'protein binding', 'oxidation-reduction process']",1,0,0,3,0
959,UGT1A4,"['integral component of membrane', 'flavonoid glucuronidation', 'heme catabolic process', 'endoplasmic reticulum membrane', 'glucuronosyltransferase activity', 'protein heterodimerization activity', 'protein homodimerization activity', 'bilirubin conjugation', 'xenobiotic glucuronidation']",0,0,0,2,0
960,CSPG4,"['lamellipodium membrane', 'lysosomal lumen', 'extracellular exosome', 'integral component of plasma membrane', 'focal adhesion', 'angiogenesis', 'chondroitin sulfate biosynthetic process', 'tissue remodeling', 'collagen-containing extracellular matrix', 'cell surface', 'Golgi lumen', 'glial cell migration', 'activation of MAPK activity', 'protein kinase binding', 'chondroitin sulfate catabolic process', 'positive regulation of peptidyl-tyrosine phosphorylation', 'cell population proliferation', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'apical plasma membrane', 'dermatan sulfate biosynthetic process']",2,0,1,3,1
961,DTNA,"['cytoplasm', 'extrinsic component of cytoplasmic side of plasma membrane', 'sarcolemma', 'striated muscle contraction', 'protein-containing complex', 'PDZ domain binding', 'neuromuscular synaptic transmission', 'synapse', 'cell junction', 'zinc ion binding', 'axon', 'signal transduction']",2,0,1,1,0
962,FAXDC2,"['integral component of membrane', 'endoplasmic reticulum membrane', 'C-4 methylsterol oxidase activity', 'sterol biosynthetic process', 'iron ion binding', 'oxidation-reduction process']",0,0,0,2,0
963,SERPINB13,"['negative regulation of keratinocyte apoptotic process', 'response to UV', 'negative regulation of endopeptidase activity', 'lysosomal lumen', 'extracellular exosome', 'cytosol', 'serine-type endopeptidase inhibitor activity', 'protease binding', 'regulation of keratinocyte differentiation', 'cysteine-type endopeptidase inhibitor activity', 'nuclear speck']",1,0,0,2,0
964,SPRR2D,"['cornified envelope', 'cornification', 'cytosol', 'peptide cross-linking', 'structural molecule activity']",0,0,0,0,0
965,HMOX2,"['response to hypoxia', 'heme binding', 'metal ion binding', 'endoplasmic reticulum membrane', 'heme catabolic process', 'plasma membrane', 'response to oxidative stress', 'heme oxygenase (decyclizing) activity', 'neutrophil degranulation', 'cellular iron ion homeostasis', 'protein binding', 'specific granule membrane', 'heme oxidation']",1,0,0,3,0
966,VPS37D,"['multivesicular body assembly', 'macroautophagy', 'endosome transport via multivesicular body sorting pathway', 'extracellular exosome', 'intracellular transport of virus', 'protein targeting to membrane', 'host cell', 'protein targeting to vacuole', 'late endosome membrane', 'intracellular membrane-bounded organelle', 'ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway', 'viral budding via host ESCRT complex', 'ESCRT I complex']",0,1,2,2,0
967,L1CAM,"['integral component of membrane', 'positive regulation of axon extension', 'axonal growth cone', 'plasma membrane', 'axon guidance', 'focal adhesion', 'synapse organization', 'collagen-containing extracellular matrix', 'cell-matrix adhesion', 'protein domain specific binding', 'cell surface', 'dendrite', 'leukocyte migration', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'neuronal cell body', 'axon guidance receptor activity']",0,0,2,1,1
968,LAMA5,"['nucleus', 'extracellular matrix organization', 'hair follicle development', 'laminin-10 complex', 'regulation of embryonic development', 'neuromuscular junction', 'cell recognition', 'regulation of cell population proliferation', 'extracellular exosome', 'angiogenesis', 'odontogenesis of dentin-containing tooth', 'laminin-5 complex', 'endothelial cell differentiation', 'extracellular matrix structural constituent', 'lung development', 'branching involved in ureteric bud morphogenesis', 'focal adhesion assembly', 'integrin binding', 'laminin-11 complex', 'morphogenesis of embryonic epithelium', 'cytokine-mediated signaling pathway', 'regulation of cell migration', 'neural crest cell migration', 'protein localization to plasma membrane', 'substrate adhesion-dependent cell spreading', 'cytoskeleton organization', 'synaptic cleft', 'cilium assembly', 'branching involved in salivary gland morphogenesis', 'morphogenesis of a polarized epithelium', 'integrin-mediated signaling pathway', 'muscle organ development', 'regulation of cell adhesion']",1,1,5,1,2
969,IP6K3,"['inositol phosphate biosynthetic process', 'nucleus', 'protein phosphorylation', 'inositol hexakisphosphate 1-kinase activity', 'inositol hexakisphosphate 3-kinase activity', 'cytosol', 'phosphatidylinositol metabolic process', 'inositol hexakisphosphate 6-kinase activity', 'ATP binding', 'inositol hexakisphosphate 5-kinase activity']",1,0,0,3,0
970,CLIC2,"['voltage-gated ion channel activity', 'cytoplasm', 'nucleus', 'glutathione peroxidase activity', 'chloride channel activity', 'chloride channel complex', 'positive regulation of binding', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'cellular oxidant detoxification', 'chloride transmembrane transport', 'protein binding', 'negative regulation of ryanodine-sensitive calcium-release channel activity']",1,1,0,1,0
971,SPTLC2,"['sphingomyelin biosynthetic process', 'integral component of membrane', 'ceramide biosynthetic process', 'positive regulation of lipophagy', 'sphingosine biosynthetic process', 'serine C-palmitoyltransferase activity', 'pyridoxal phosphate binding', 'adipose tissue development', 'sphinganine biosynthetic process', 'serine C-palmitoyltransferase complex']",0,0,0,3,1
972,PDZD11,"['basolateral plasma membrane', 'cell-cell junction', 'antimicrobial humoral response', 'neurotransmitter secretion', 'pantothenate metabolic process', 'extracellular region', 'ion transmembrane transport', 'cytosol', 'protein localization to basolateral plasma membrane', 'protein binding', 'maintenance of epithelial cell apical/basal polarity', 'presynapse', 'biotin metabolic process']",2,2,1,3,0
973,RBMX2,"['U2-type precatalytic spliceosome', 'mRNA splicing, via spliceosome', 'first spliceosomal transesterification activity', 'protein binding', 'RNA binding', 'U2 snRNP']",0,0,0,1,0
974,ASCC3,"['DNA duplex unwinding', 'membrane', ""ATP-dependent 3'-5' DNA helicase activity"", 'cytosol', 'protein binding', 'activating signal cointegrator 1 complex', 'cell population proliferation', 'RNA binding', 'ATP binding', 'DNA dealkylation involved in DNA repair', 'nuclear speck']",1,0,0,1,0
975,NBAS,"['endoplasmic reticulum membrane', 'SNARE binding', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'cytosol', 'negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'protein transport', 'Dsl1/NZR complex']",0,1,0,3,0
976,NPC2,"['enzyme binding', 'low-density lipoprotein particle clearance', 'azurophil granule lumen', 'lysosomal lumen', 'glycolipid transport', 'extracellular exosome', 'cholesterol homeostasis', 'cholesterol transporter activity', 'cholesterol efflux', 'endoplasmic reticulum', 'neutrophil degranulation', 'response to virus', 'intracellular cholesterol transport', 'phospholipid transport', 'cholesterol metabolic process', 'cholesterol binding', 'regulation of isoprenoid metabolic process']",1,1,0,3,0
977,PFKFB3,"['6-phosphofructo-2-kinase activity', 'fructose-2,6-bisphosphate 2-phosphatase activity', 'nucleoplasm', 'dephosphorylation', 'positive regulation of glycolytic process', 'carbohydrate phosphorylation', 'cytosol', 'fructose 2,6-bisphosphate metabolic process', 'fructose metabolic process', 'brain development', 'ATP binding']",1,0,0,3,1
978,HIVEP2,"['DNA binding', 'metal ion binding', 'regulation of transcription by RNA polymerase II', 'nucleoplasm', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",0,0,0,1,0
979,FLNB,"['brush border', 'nucleus', 'plasma membrane', 'focal adhesion', 'identical protein binding', 'skeletal muscle tissue development', 'neuronal cell body', 'signal transduction', 'integral component of membrane', 'phagocytic vesicle', 'extracellular exosome', 'neuron projection', 'cytoskeletal anchoring at plasma membrane', 'actin cytoskeleton organization', 'epithelial cell morphogenesis', 'Z disc', 'cellular response to interferon-gamma', 'cytosol', 'RNA binding', 'cadherin binding', 'keratinocyte development', 'actin binding', 'stress fiber', 'cell cortex']",3,0,3,1,2
980,LSP1,"['extracellular exosome', 'plasma membrane', 'actin cytoskeleton', 'actin binding', 'cellular defense response', 'signal transduction']",3,0,1,1,0
981,TPM1,"['structural constituent of muscle', 'actin filament', 'muscle filament sliding', 'ruffle membrane', 'protein homodimerization activity', 'negative regulation of vascular associated smooth muscle cell migration', 'positive regulation of stress fiber assembly', 'positive regulation of heart rate by epinephrine', 'sarcomere organization', 'in utero embryonic development', 'ventricular cardiac muscle tissue morphogenesis', 'positive regulation of cell adhesion', 'regulation of muscle contraction', 'structural constituent of cytoskeleton', 'positive regulation of ATPase activity', 'cytosol', 'wound healing', 'actin filament binding', 'cellular response to reactive oxygen species', 'protein heterodimerization activity', 'negative regulation of vascular smooth muscle cell proliferation', 'bleb', 'cardiac muscle contraction', 'muscle thin filament tropomyosin', 'stress fiber', 'ruffle organization', 'regulation of cell shape']",1,0,4,1,2
982,PDX1,"['detection of glucose', 'transcription factor binding', 'protein-containing complex binding', 'type B pancreatic cell differentiation', 'negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway', 'animal organ regeneration', 'animal organ morphogenesis', 'positive regulation of DNA binding', 'positive regulation of insulin secretion involved in cellular response to glucose stimulus', 'response to leucine', 'positive regulation of cell population proliferation', 'animal organ senescence', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'response to nicotine', 'negative regulation of type B pancreatic cell apoptotic process', 'negative regulation of transcription by RNA polymerase II', 'positive regulation of cell death', 'response to iron(II) ion', 'response to alkaloid', 'liver development', 'nitric oxide mediated signal transduction', 'morphogenesis of embryonic epithelium', 'promoter-specific chromatin binding', 'cytosol', 'negative regulation of cell population proliferation', 'positive regulation of transcription by RNA polymerase II', 'digestive tract development', 'central nervous system development', 'response to cytokine', 'stem cell differentiation', 'response to chlorate', 'response to wounding', 'response to vitamin', 'nuclear speck', 'glucose metabolic process', 'protein heterodimerization activity', 'exocrine pancreas development', 'transdifferentiation', 'generation of precursor metabolites and energy', 'response to fatty acid', 'smoothened signaling pathway', 'response to glucocorticoid', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",3,0,1,3,3
983,EIF4EBP2,"['cytoplasm', 'eukaryotic initiation factor 4E binding', 'translation repressor activity', 'TOR signaling', 'regulation of synaptic plasticity', 'cAMP-mediated signaling', 'insulin receptor signaling pathway', 'social behavior', 'memory', 'negative regulation of translational initiation', 'postsynapse']",1,0,0,1,0
984,NCOR1,"['thyroid hormone receptor binding', 'chromatin organization', 'regulation of fatty acid transport', 'histone deacetylase binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'sequence-specific DNA binding', 'regulation of lipid metabolic process', 'circadian rhythm', 'RNA polymerase II regulatory region DNA binding', 'transcriptional repressor complex', 'negative regulation of JNK cascade', 'cytosol', 'regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter', 'transcription corepressor activity', 'negative regulation of production of miRNAs involved in gene silencing by miRNA', 'mitotic spindle', 'membrane', 'spindle assembly', 'RNA polymerase II activating transcription factor binding', 'chromatin binding', 'Sin3 complex', 'regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter', 'negative regulation of androgen receptor signaling pathway']",1,1,2,4,0
985,NEGR1,"['anchored component of membrane', 'plasma membrane', 'positive regulation of neuron projection development', 'extracellular region', 'cell-cell adhesion', 'feeding behavior', 'protein binding', 'locomotory behavior']",0,0,1,1,1
986,TOP2B,"['metal ion binding', 'resolution of meiotic recombination intermediates', 'nucleoplasm', 'DNA topoisomerase type II (ATP-hydrolyzing) activity', 'protein C-terminus binding', 'histone deacetylase binding', 'protein kinase C binding', 'DNA topological change', 'neuron migration', 'axonogenesis', 'cytosol', 'mitotic DNA integrity checkpoint', 'forebrain development', 'viral integration complex', 'DNA binding', 'protein heterodimerization activity', 'heterochromatin', 'ribonucleoprotein complex', 'chromatin binding', 'sister chromatid segregation', 'ATP binding', 'positive regulation of single stranded viral RNA replication via double stranded DNA intermediate']",0,0,0,2,2
987,NOTCH4,"['mammary gland development', 'nucleoplasm', 'branching involved in blood vessel morphogenesis', 'extracellular region', 'cell surface', 'miRNA mediated inhibition of translation', 'cell fate determination', 'endoplasmic reticulum membrane', 'transcription initiation from RNA polymerase II promoter', 'positive regulation of Notch signaling pathway', 'Golgi membrane', 'calcium ion binding', 'cytosol', 'wound healing', 'signaling receptor activity', 'endothelial cell morphogenesis', 'positive regulation of transcription of Notch receptor target', 'protein heterodimerization activity', 'integral component of plasma membrane', 'negative regulation of endothelial cell differentiation', 'hemopoiesis']",2,0,0,1,2
988,RAB3B,"['plasma membrane', 'endosome', 'extracellular exosome', 'GTP binding', 'positive regulation of dopamine uptake involved in synaptic transmission', 'regulation of exocytosis', 'GTP-dependent protein binding', 'intracellular protein transport', 'antigen processing and presentation', 'regulation of synaptic vesicle cycle', 'GDP binding', 'Golgi apparatus', 'cytosol', 'peptidyl-cysteine methylation', 'myosin V binding', 'protein localization to plasma membrane', 'dopaminergic synapse', 'GTPase activity', 'anchored component of synaptic vesicle membrane', 'Rab protein signal transduction', 'regulation of vesicle size', 'vesicle docking involved in exocytosis', 'perinuclear region of cytoplasm', 'protein secretion', 'secretory granule']",2,2,0,2,0
989,DNAJC13,"['endosome organization', 'azurophil granule membrane', 'plasma membrane', 'extracellular exosome', 'osteoblast differentiation', 'receptor-mediated endocytosis', 'cytosol', 'WASH complex', 'regulation of early endosome to late endosome transport', 'early endosome membrane', 'protein binding', 'neutrophil degranulation', 'protein transport', 'regulation of early endosome to recycling endosome transport']",0,1,1,1,0
990,STIP1,"['Hsp70 protein binding', 'nucleus', 'protein C-terminus binding', 'cellular response to interleukin-7', 'Golgi apparatus', 'cytosol', 'chaperone binding', 'RNA binding', 'chaperone complex', 'Hsp90 protein binding']",1,0,0,1,0
991,PRKCA,"['positive regulation of endothelial cell proliferation', 'nucleoplasm', 'mitotic nuclear envelope disassembly', 'positive regulation of blood vessel endothelial cell migration', 'regulation of platelet aggregation', 'positive regulation of bone resorption', 'peptidyl-serine phosphorylation', 'desmosome assembly', 'positive regulation of lipopolysaccharide-mediated signaling pathway', 'positive regulation of angiogenesis', 'extracellular exosome', 'mitochondrial membrane', 'positive regulation of mitotic cell cycle', 'endoplasmic reticulum', 'histone H3-T6 phosphorylation', 'positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'integrin binding', 'positive regulation of cell adhesion', 'enzyme binding', 'axon guidance', 'positive regulation of ERK1 and ERK2 cascade', 'regulation of insulin secretion', 'cytosol', 'protein kinase C activity', 'ERBB2 signaling pathway', 'positive regulation of dense core granule biogenesis', 'response to interleukin-1', 'positive regulation of cardiac muscle hypertrophy', 'zinc ion binding', 'negative regulation of glial cell apoptotic process', 'apoptotic signaling pathway', 'positive regulation of macrophage differentiation', 'perinuclear region of cytoplasm', 'histone kinase activity (H3-T6 specific)', 'regulation of mRNA stability', 'alphav-beta3 integrin-PKCalpha complex', 'ATP binding']",3,0,2,3,1
992,TANC2,"['glutamatergic synapse', 'postsynaptic density, intracellular component', 'in utero embryonic development']",0,0,0,0,1
993,PPM1F,"['metal ion binding', 'protein tyrosine/serine/threonine phosphatase activity', 'calmodulin-dependent protein phosphatase activity', 'cellular response to drug', 'protein-containing complex', 'negative regulation of cell-cell adhesion mediated by cadherin', 'positive regulation of stress fiber assembly', 'intrinsic apoptotic signaling pathway', 'protein binding', 'peptidyl-serine dephosphorylation', 'peptidyl-threonine dephosphorylation', 'negative regulation of protein transport', 'cytosol', 'positive regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'positive regulation of growth', 'negative regulation of transcription, DNA-templated', 'magnesium-dependent protein serine/threonine phosphatase activity', 'positive regulation of gene expression', 'negative regulation of peptidyl-serine phosphorylation', 'perinuclear region of cytoplasm', 'histone dephosphorylation', 'regulation of cellular protein localization', 'positive regulation of chemotaxis', 'negative regulation of protein kinase activity by regulation of protein phosphorylation', 'positive regulation of epithelial cell migration', 'positive regulation of focal adhesion assembly']",3,2,2,2,1
994,MAGEA3,"['caspase binding', 'negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway', 'negative regulation of protein processing', 'endoplasmic reticulum', 'negative regulation of cysteine-type endopeptidase activity involved in apoptotic process']",1,0,0,2,0
995,TLX2,"['cytoplasm', 'negative regulation of dendrite morphogenesis', 'nucleus', 'sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'positive regulation of transcription by RNA polymerase II', 'enteric nervous system development', 'mesoderm formation']",0,0,0,1,2
996,LRP1,"['positive regulation of phagocytosis', 'positive regulation of protein localization to plasma membrane', 'axonal growth cone', 'nucleus', 'focal adhesion', 'negative regulation of neuron projection development', 'negative regulation of smooth muscle cell migration', 'endocytic vesicle membrane', 'negative regulation of neuron apoptotic process', 'negative regulation of platelet-derived growth factor receptor-beta signaling pathway', 'protein-containing complex binding', 'lysosomal membrane', 'regulation of extracellular matrix disassembly', 'positive regulation of Schwann cell migration', 'receptor internalization', 'positive regulation of axon extension involved in regeneration', 'aorta morphogenesis', 'retinoid metabolic process', 'clathrin-coated vesicle', 'protease binding', 'amyloid-beta clearance by cellular catabolic process', 'positive regulation of amyloid-beta clearance', 'positive regulation of insulin secretion involved in cellular response to glucose stimulus', 'neuronal cell body', 'apical part of cell', 'alpha-2 macroglobulin receptor activity', 'lipoprotein particle receptor binding', 'basolateral plasma membrane', 'positive regulation of cholesterol import', 'lipoprotein metabolic process', 'clathrin-coated pit', 'negative regulation of focal adhesion assembly', 'apoptotic cell clearance', 'positive regulation of cytosolic calcium ion concentration', 'plasma membrane protein complex', 'positive regulation of cell death', 'positive regulation of chemokine (C-C motif) ligand 2 secretion', 'regulation of phospholipase A2 activity', 'obsolete lipoprotein transporter activity', 'cerebral cortex development', 'dendrite', 'insulin-responsive compartment', 'positive regulation of cholesterol efflux', 'negative regulation of cytosolic calcium ion concentration', 'calcium ion binding', 'positive regulation of ERK1 and ERK2 cascade', 'protein kinase C-activating G protein-coupled receptor signaling pathway', 'positive regulation of endocytosis', 'positive regulation of lysosomal protein catabolic process', 'lysosomal transport', 'astrocyte activation involved in immune response', 'RNA binding', 'clathrin heavy chain binding', 'regulation of actin cytoskeleton organization', 'apolipoprotein binding', 'early endosome', 'cellular response to amyloid-beta', 'chemoattraction of axon', 'positive regulation of collateral sprouting of injured axon', 'apolipoprotein receptor activity', 'low-density lipoprotein particle receptor activity', 'integral component of plasma membrane', 'heparan sulfate proteoglycan binding', 'amyloid-beta clearance by transcytosis', 'aging', 'negative regulation of Wnt signaling pathway', 'positive regulation of vascular associated smooth muscle cell migration', 'scavenger receptor activity', 'amyloid-beta binding', 'cellular lipid catabolic process', 'coreceptor activity', 'receptor complex', 'positive regulation of protein binding', 'cell population proliferation', 'lipoprotein transport']",3,2,4,4,4
997,NFATC4,"['transcription coactivator activity', 'brain-derived neurotrophic factor receptor signaling pathway', 'branching involved in blood vessel morphogenesis', 'negative regulation of neuron apoptotic process', 'transcription factor binding', 'muscle cell development', 'positive regulation of apoptotic signaling pathway', 'heart development', 'calcineurin-NFAT signaling cascade', 'inflammatory response', 'cellular response to ionomycin', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'cellular response to lithium ion', 'negative regulation of synapse maturation', 'cellular response to UV', 'negative regulation of protein binding', 'long-term memory', 'smooth muscle cell differentiation', 'negative regulation of pri-miRNA transcription by RNA polymerase II', 'nuclear transcription factor complex', 'cytosol', 'positive regulation of transcription by RNA polymerase II', 'negative regulation of chromatin binding', 'nuclear speck', 'negative regulation of dendrite morphogenesis', 'positive regulation of tumor necrosis factor production', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'cellular respiration', 'negative regulation of Wnt signaling pathway', 'long-term synaptic potentiation', 'intrinsic apoptotic signaling pathway in response to DNA damage', 'chromatin binding', 'peroxisome proliferator activated receptor binding']",2,0,0,2,2
998,GOSR2,"['integral component of membrane', 'SNAP receptor activity', 'endoplasmic reticulum membrane', 'SNARE binding', 'endoplasmic reticulum-Golgi intermediate compartment membrane', 'IRE1-mediated unfolded protein response', 'Golgi membrane', 'Golgi to vacuole transport', 'retrograde transport, endosome to Golgi', 'protein targeting to vacuole', 'cytosol', 'late endosome membrane', 'vesicle fusion with Golgi apparatus', 'ER to Golgi transport vesicle membrane', 'COPII vesicle coating', 'intra-Golgi vesicle-mediated transport', 'SNARE complex']",1,1,0,1,0
999,COL20A1,"['growth plate cartilage chondrocyte morphogenesis', 'calcium ion binding', 'collagen trimer', 'extracellular space', 'collagen-containing extracellular matrix', 'complement activation, lectin pathway', 'endoplasmic reticulum lumen', 'mannose binding']",1,0,0,1,2
1000,LYRM7,"['mitochondrial membrane', 'cellular respiration', 'mitochondrial respiratory chain complex III assembly', 'mitochondrial matrix', 'protein binding']",0,0,1,2,0
1001,LYL1,"['B cell differentiation', 'protein dimerization activity', 'regulation of transcription by RNA polymerase II', 'nucleus', 'positive regulation of transcription, DNA-templated', 'definitive hemopoiesis', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'blood vessel maturation', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",0,0,0,1,0
1002,KCTD8,"['postsynaptic membrane', 'regulation of G protein-coupled receptor signaling pathway', 'protein homooligomerization', 'receptor complex', 'cell junction', 'presynaptic membrane']",1,0,1,0,0
1003,RAB27B,"['positive regulation of exocytosis', 'extracellular exosome', 'GTP binding', 'anterograde axonal protein transport', 'protein domain specific binding', 'melanosome transport', 'axon cytoplasm', 'melanosome', 'multivesicular body membrane', 'synaptic vesicle endocytosis', 'platelet degranulation', 'GDP binding', 'myosin V binding', 'Golgi stack', 'platelet dense granule membrane', 'zymogen granule membrane', 'trans-Golgi network transport vesicle', 'GTPase activity', 'anchored component of synaptic vesicle membrane', 'Rab protein signal transduction', 'apical plasma membrane', 'multivesicular body sorting pathway']",2,1,0,1,0
1004,AKAP13,"['metal ion binding', 'nucleus', 'actin filament', 'regulation of sarcomere organization', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'cell growth involved in cardiac muscle cell development', 'positive regulation of apoptotic process', 'adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process', 'cortical actin cytoskeleton', 'bone development', 'nuclear export', 'positive regulation of Rho protein signal transduction', 'cAMP-dependent protein kinase activity', 'Rho guanyl-nucleotide exchange factor activity', 'cytosol', 'positive regulation of MAP kinase activity', 'protein kinase A binding', 'membrane', 'MAP-kinase scaffold activity', 'perinuclear region of cytoplasm', 'regulation of glucocorticoid mediated signaling pathway']",2,1,2,2,2
