,genes,description,MF Terms,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum
0,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]","['actin binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0
363,UBE2D1,ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474],"['ubiquitin conjugating enzyme activity', 'ubiquitin protein ligase binding', 'ubiquitin protein ligase activity', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
364,CERS3,ceramide synthase 3 [Source:HGNC Symbol;Acc:HGNC:23752],"['sphingosine N-acyltransferase activity', 'protein binding', 'DNA binding']",0,0,0,0,0,0,0,0,0,0
365,CASP3,caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504],"['phospholipase A2 activator activity', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'cysteine-type endopeptidase activity involved in execution phase of apoptosis', 'protein-containing complex binding', 'protease binding', 'aspartic-type endopeptidase activity', 'cysteine-type endopeptidase activity involved in apoptotic signaling pathway', 'death receptor binding']",0,0,0,0,0,0,1,0,1,1
366,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],"['protein C-terminus binding', 'microtubule binding', 'chromatin binding', 'protein homodimerization activity', 'transcription factor binding', 'dynein complex binding']",0,0,0,0,0,0,0,0,0,0
367,GNA12,G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380],"['GTP binding', 'D5 dopamine receptor binding', 'G-protein beta/gamma-subunit complex binding', 'GTPase activity', 'metal ion binding']",0,1,1,0,0,0,0,2,0,2
368,HMGN4,high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989],"['nucleosomal DNA binding', 'protein binding']",0,0,0,0,0,0,0,0,0,0
369,CABYR,calcium binding tyrosine phosphorylation regulated [Source:HGNC Symbol;Acc:HGNC:15569],"['SH3 domain binding', 'calcium ion binding']",0,0,0,0,0,0,0,0,0,0
370,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764],"['phosphatidylinositol-5-phosphate binding', 'phosphatidylinositol-4-phosphate binding', 'protein binding', 'phosphatidylinositol-3-phosphate binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
371,ACTL6B,actin like 6B [Source:HGNC Symbol;Acc:HGNC:160],"['structural constituent of cytoskeleton', 'transcription coactivator activity', 'chromatin binding']",0,1,0,0,0,1,1,1,2,3
372,CMTM6,CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177],['protein binding'],0,0,0,0,0,0,0,0,0,0
373,POR,cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208],"['enzyme binding', 'flavin adenine dinucleotide binding', 'hydrolase activity', 'NADP binding', 'nitric oxide dioxygenase activity', 'iron-cytochrome-c reductase activity', 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen', 'cytochrome-b5 reductase activity, acting on NAD(P)H', 'FMN binding', 'electron transfer activity', 'NADPH-hemoprotein reductase activity']",0,1,1,0,0,0,1,2,1,3
374,TSPAN3,tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752],['molecular_function'],0,0,0,0,0,0,0,0,0,0
375,TBC1D14,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],"['protein kinase binding', 'small GTPase binding', 'GTPase activator activity']",0,0,0,0,0,0,0,0,0,0
376,MBNL1,muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923],"['double-stranded RNA binding', 'protein binding', 'metal ion binding']",0,0,0,1,0,0,0,0,1,1
377,RUNX2,RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472],"['repressing transcription factor binding', 'protein domain specific binding', 'ATP binding', 'chromatin binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'bHLH transcription factor binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
378,SNCAIP,synuclein alpha interacting protein [Source:HGNC Symbol;Acc:HGNC:11139],"['ubiquitin protein ligase binding', 'identical protein binding']",0,1,0,0,0,0,0,1,0,1
379,WNT4,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783],"['cytokine activity', 'transcription corepressor activity', 'frizzled binding']",0,0,0,0,0,0,0,0,0,0
380,HGD,"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]","['metal ion binding', 'identical protein binding', 'homogentisate 1,2-dioxygenase activity']",0,0,0,0,0,0,0,0,0,0
381,RAPGEF2,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854],"['guanyl-nucleotide exchange factor activity', 'phosphatidic acid binding', 'GTPase activator activity', 'cAMP binding', 'PDZ domain binding', 'WW domain binding', 'diacylglycerol binding', 'beta-1 adrenergic receptor binding', 'calcium ion binding']",0,1,0,1,1,1,1,1,4,5
382,CEBPG,CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'protein-containing complex binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding, bending', 'identical protein binding', 'transcription factor binding']",0,0,0,0,0,0,0,0,0,0
383,PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801],"['platelet-derived growth factor receptor binding', 'growth factor activity', 'protein homodimerization activity']",0,0,0,0,0,0,0,0,0,0
384,HMG20A,high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001],"['identical protein binding', 'DNA binding']",0,0,0,0,0,0,0,0,0,0
385,KNG1,kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383],"['signaling receptor binding', 'heparin binding', 'zinc ion binding', 'cysteine-type endopeptidase inhibitor activity']",0,0,0,0,0,0,0,0,0,0
386,WRNIP1,WRN helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876],"['ATP binding', 'enzyme activator activity', 'identical protein binding', 'DNA binding', 'single-stranded DNA helicase activity', 'metal ion binding']",0,0,0,0,0,0,1,0,1,1
387,FAM220A,family with sequence similarity 220 member A [Source:HGNC Symbol;Acc:HGNC:22422],['STAT family protein binding'],0,0,0,0,0,0,0,0,0,0
388,RENBP,renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959],"['N-acylglucosamine 2-epimerase activity', 'identical protein binding', 'endopeptidase inhibitor activity', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
389,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804],"['protein binding', 'glycerophosphocholine phosphodiesterase activity', 'phosphatidylinositol phospholipase C activity']",0,0,0,0,0,0,0,0,0,0
390,PAPPA2,pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615],"['metallopeptidase activity', 'zinc ion binding']",0,0,0,0,0,0,0,0,0,0
391,CUX1,cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557],"['protein-macromolecule adaptor activity', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
392,APC,APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583],"['protein kinase binding', 'microtubule plus-end binding', 'ubiquitin protein ligase binding', 'gamma-catenin binding', 'beta-catenin binding', 'protein kinase regulator activity', 'dynein complex binding']",0,1,0,1,1,1,1,1,4,5
393,TENM1,teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117],"['protein homodimerization activity', 'cell adhesion molecule binding', 'heparin binding', 'protein heterodimerization activity']",0,0,0,1,1,0,1,0,3,3
394,SAMD7,sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25394],"['histone binding', 'chromatin binding']",0,0,0,0,0,0,0,0,0,0
395,GP5,glycoprotein V platelet [Source:HGNC Symbol;Acc:HGNC:4443],['protein binding'],0,0,0,0,0,0,0,0,0,0
396,SPICE1,spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083],['protein binding'],0,0,0,0,0,0,0,0,0,0
397,PPP1R3B,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942],"['glycogen binding', 'protein phosphatase 1 binding', 'protein phosphatase regulator activity', '[phosphorylase] phosphatase activity']",0,0,0,0,0,0,0,0,0,0
398,GRSF1,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610],"['protein binding', 'mRNA binding']",0,0,0,0,0,0,1,0,1,1
399,ATOH8,atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126],"['E-box binding', 'activating transcription factor binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'protein dimerization activity']",0,0,0,0,0,0,0,0,0,0
400,HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364],['protein binding'],0,1,0,0,0,0,0,1,0,1
401,ZSCAN1,zinc finger and SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23712],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
402,COQ7,"coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]","['metal ion binding', 'protein binding', '2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity', 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen']",0,0,0,0,0,0,0,0,0,0
403,GNA11,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379],"['GTP binding', 'type 2A serotonin receptor binding', 'G-protein beta/gamma-subunit complex binding', 'GTPase activity', 'metal ion binding']",0,1,1,1,1,1,1,2,4,6
404,SEC61B,SEC61 translocon subunit beta [Source:HGNC Symbol;Acc:HGNC:16993],"['guanyl-nucleotide exchange factor activity', 'RNA binding', 'epidermal growth factor binding']",0,0,0,0,1,0,0,0,1,1
405,PIGA,phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957],"['protein binding', 'phosphatidylinositol N-acetylglucosaminyltransferase activity']",0,0,0,0,0,0,0,0,0,0
406,PCDH1,protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655],['calcium ion binding'],0,1,1,0,0,0,1,2,1,3
407,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],"['ubiquitin protein ligase binding', 'protein homodimerization activity', 'triose-phosphate isomerase activity', 'methylglyoxal synthase activity']",0,1,0,1,1,1,1,1,4,5
408,ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154],['protein phosphatase inhibitor activity'],0,0,0,1,0,0,1,0,2,2
409,CORIN,"corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]","['protein binding', 'serine-type endopeptidase activity']",0,0,0,0,0,0,1,0,1,1
410,ZFP90,ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329],"['protein binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
411,SMURF1,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807],"['activin binding', 'I-SMAD binding', 'phospholipid binding', 'ubiquitin protein ligase activity', 'R-SMAD binding']",0,0,0,0,0,0,0,0,0,0
412,EIF1AD,eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147],"['protein binding', 'translation initiation factor activity']",0,0,0,0,0,0,0,0,0,0
413,UBAP2,ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185],"['RNA binding', 'cadherin binding']",0,0,0,1,0,0,0,0,1,1
414,PRSS21,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],"['protein binding', 'serine-type endopeptidase activity']",0,0,0,0,0,0,0,0,0,0
415,RAPGEF6,Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655],"['guanyl-nucleotide exchange factor activity', 'phosphatidic acid binding', 'small GTPase binding', 'GTP-dependent protein binding']",0,0,0,0,0,0,0,0,0,0
416,TBRG1,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551],['protein binding'],0,0,0,0,0,0,0,0,0,0
417,SPANXD,SPANX family member D [Source:HGNC Symbol;Acc:HGNC:14332],['protein binding'],0,0,0,0,0,0,0,0,0,0
418,NANS,N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237],"['N-acylneuraminate cytidylyltransferase activity', 'N-acylneuraminate-9-phosphate synthase activity', 'N-acetylneuraminate synthase activity']",0,0,0,0,0,0,1,0,1,1
419,SPRR1B,small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260],['structural molecule activity'],0,0,0,0,0,0,0,0,0,0
420,SPRR2E,small proline rich protein 2E [Source:HGNC Symbol;Acc:HGNC:11265],"['protein binding', 'structural constituent of skin epidermis']",0,0,0,0,0,0,0,0,0,0
421,GPATCH2,G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499],['nucleic acid binding'],0,0,0,0,0,0,0,0,0,0
422,TNP1,transition protein 1 [Source:HGNC Symbol;Acc:HGNC:11951],"['protein binding', 'DNA binding']",0,0,0,0,0,0,0,0,0,0
423,ZNF460,zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
424,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366],"['integrin binding', 'metalloendopeptidase activity', 'zinc ion binding', 'calcium ion binding']",0,0,0,0,0,0,0,0,0,0
425,NPHP1,nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905],"['structural molecule activity', 'protein binding']",0,0,0,0,0,0,0,0,0,0
426,MYO1D,myosin ID [Source:HGNC Symbol;Acc:HGNC:7598],"['calcium-dependent protein binding', 'protein domain specific binding', 'ATP binding', 'calmodulin binding', 'microfilament motor activity', 'actin filament binding', 'actin-dependent ATPase activity']",0,1,0,1,0,0,1,1,2,3
427,NAE1,NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621],"['ubiquitin protein ligase binding', 'NEDD8 activating enzyme activity', 'protein heterodimerization activity']",0,0,0,0,0,0,1,0,1,1
428,ARMC8,armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999],['protein binding'],0,0,0,0,0,0,1,0,1,1
429,TEC,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719],"['non-membrane spanning protein tyrosine kinase activity', 'ATP binding', 'phospholipid binding', 'protein binding', 'metal ion binding']",0,0,0,0,0,0,1,0,1,1
430,EIF1,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249],"['protein binding', 'translation initiation factor activity', 'ribosomal small subunit binding']",0,0,0,1,0,0,0,0,1,1
431,KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","['protein binding', 'HLA-B specific inhibitory MHC class I receptor activity']",0,0,0,0,0,0,0,0,0,0
432,ZNF225,zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018],"['metal ion binding', 'protein binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
433,EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380],"['actin binding', 'cytoskeletal protein-membrane anchor activity', 'structural constituent of cytoskeleton']",0,1,1,1,1,1,1,2,4,6
434,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]","['ATP binding', '1-phosphatidylinositol-3-kinase activity', '1-phosphatidylinositol-4-phosphate 3-kinase activity', 'phosphatidylinositol-3,4-bisphosphate 5-kinase activity', 'protein binding', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity']",0,0,0,0,0,0,0,0,0,0
435,WDR48,WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914],"['single-stranded DNA binding', 'ubiquitin binding', 'double-stranded DNA binding']",0,1,0,0,0,1,1,1,2,3
436,MED7,mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378],"['protein binding', 'ubiquitin protein ligase activity', 'transcription coactivator activity']",0,0,0,0,0,0,0,0,0,0
437,SIX5,SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891],"['protein binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
438,CASR,calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514],"['protein kinase binding', 'G protein-coupled receptor activity', 'phosphatidylinositol phospholipase C activity', 'integrin binding', 'protein homodimerization activity', 'ion channel binding', 'amino acid binding', 'calcium ion binding']",0,0,0,0,0,0,0,0,0,0
439,CENPE,centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856],"['kinetochore binding', 'ATP-dependent microtubule motor activity, plus-end-directed', 'microtubule binding', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
440,TAF5L,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304],"['protein binding', 'transcription coactivator activity']",0,0,0,0,0,0,0,0,0,0
441,HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597],['protein binding'],0,0,0,0,0,0,0,0,0,0
442,ATF6B,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349],"['protein binding', 'cAMP response element binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
443,MKKS,McKusick-Kaufman syndrome [Source:HGNC Symbol;Acc:HGNC:7108],"['unfolded protein binding', 'RNA polymerase II repressing transcription factor binding', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
444,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609],"['protein binding', 'molecular adaptor activity']",0,0,0,0,0,0,1,0,1,1
445,RUNX3,RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'ATP binding']",0,1,0,0,0,0,0,1,0,1
446,NEU3,neuraminidase 3 [Source:HGNC Symbol;Acc:HGNC:7760],"['exo-alpha-(2->8)-sialidase activity', 'protein binding', 'exo-alpha-(2->6)-sialidase activity', 'exo-alpha-(2->3)-sialidase activity']",0,0,0,0,0,0,0,0,0,0
447,ETV1,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490],"['protein binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
448,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687],"['protein serine kinase activity', 'ATP binding', 'tRNA binding', 'eukaryotic translation initiation factor 2alpha kinase activity', 'protein threonine kinase activity']",0,0,0,0,0,0,0,0,0,0
449,SERPINA10,serpin family A member 10 [Source:HGNC Symbol;Acc:HGNC:15996],"['protein binding', 'serine-type endopeptidase inhibitor activity', 'heparin binding']",0,0,0,0,0,0,0,0,0,0
450,PELO,pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829],"['protein binding', 'endonuclease activity', 'metal ion binding']",0,0,0,1,0,0,1,0,2,2
451,STARD10,StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666],"['protein binding', 'lipid binding']",0,0,0,0,0,0,0,0,0,0
452,PKP3,plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025],"['cadherin binding involved in cell-cell adhesion', 'enzyme binding', 'alpha-catenin binding']",0,0,0,0,0,0,0,0,0,0
453,THEG,theg spermatid protein [Source:HGNC Symbol;Acc:HGNC:13706],['protein binding'],0,0,0,0,0,0,0,0,0,0
454,SSC5D,scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641],"['scavenger receptor activity', 'fibronectin binding', 'laminin binding']",0,0,0,0,0,0,0,0,0,0
455,ARHGEF28,Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322],"['guanyl-nucleotide exchange factor activity', 'RNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
456,CHP1,calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433],"['calcium-dependent protein binding', 'potassium channel regulator activity', 'microtubule binding', 'protein kinase inhibitor activity', 'kinase binding', 'calcium ion binding']",0,0,0,0,0,0,0,0,0,0
457,TARS2,"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]","['threonine-tRNA ligase activity', 'protein homodimerization activity', 'aminoacyl-tRNA editing activity', 'ATP binding']",0,0,0,0,1,0,1,0,2,2
458,ZNF136,zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
459,CD72,CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696],"['signaling receptor binding', 'transmembrane signaling receptor activity', 'carbohydrate binding']",0,0,0,0,0,0,0,0,0,0
460,RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959],"['protein binding', 'mRNA binding']",0,0,0,0,0,0,1,0,1,1
461,GREB1,growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885],None,0,0,0,0,0,0,0,0,0,0
462,MBD4,"methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]","['endodeoxyribonuclease activity', 'satellite DNA binding', 'pyrimidine-specific mismatch base pair DNA N-glycosylase activity', 'protein binding']",0,0,0,0,0,0,0,0,0,0
463,TMED3,transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889],None,0,1,0,0,0,0,0,1,0,1
464,ZMIZ2,zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229],"['protein binding', 'nuclear receptor coactivator activity', 'zinc ion binding']",0,0,0,0,0,0,0,0,0,0
465,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063],"['guanyl-nucleotide exchange factor activity', 'small GTPase binding', 'GTPase activator activity']",0,1,1,1,0,0,1,2,2,4
466,SLC7A10,solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058],"['protein binding', 'L-serine transmembrane transporter activity']",0,0,0,1,0,0,1,0,2,2
467,PNOC,prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163],"['opioid receptor binding', 'neuropeptide hormone activity', 'opioid peptide activity']",0,0,0,0,0,0,0,0,0,0
468,ZNF394,zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
469,XKR6,XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806],None,0,0,0,0,0,0,0,0,0,0
470,IGDCC4,immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770],None,0,0,0,0,0,0,0,0,0,0
471,ALPP,"alkaline phosphatase, placental [Source:HGNC Symbol;Acc:HGNC:439]","['protein binding', 'magnesium ion binding', 'alkaline phosphatase activity', 'zinc ion binding']",0,0,0,0,0,0,0,0,0,0
472,AAAS,aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666],['protein binding'],0,0,0,0,0,0,0,0,0,0
473,FOXP4,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842],"['protein binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
474,MMP8,matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175],"['metalloendopeptidase activity', 'zinc ion binding', 'serine-type endopeptidase activity']",0,0,0,0,0,0,0,0,0,0
475,STK17B,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396],"['protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
476,UNC79,"unc-79 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:19966]",None,0,0,0,0,0,0,0,0,0,0
477,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869],"['ATP binding', 'phosphatidylinositol-3,4-bisphosphate binding', 'phosphatidylinositol-3,4,5-trisphosphate binding', 'microtubule binding', 'phosphatidylinositol-3,5-bisphosphate binding', 'small GTPase binding', 'ATP-dependent microtubule motor activity, plus-end-directed', 'phosphatidylinositol-3-phosphate binding']",0,0,0,1,0,0,0,0,1,1
478,NFYC,nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806],"['transcription factor binding', 'protein heterodimerization activity', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
479,CASP10,caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500],"['ubiquitin protein ligase binding', 'death effector domain binding', 'cysteine-type endopeptidase activity involved in apoptotic signaling pathway', 'cysteine-type endopeptidase activity involved in execution phase of apoptosis']",0,0,0,0,0,0,0,0,0,0
480,SOX11,SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191],"['RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
481,KRT15,keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421],"['scaffold protein binding', 'structural constituent of cytoskeleton']",0,0,0,0,0,0,1,0,1,1
482,MND1,meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839],['double-stranded DNA binding'],0,0,0,0,0,0,0,0,0,0
483,PSMC5,"proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]","['thyrotropin-releasing hormone receptor binding', 'TBP-class protein binding', 'ATPase activity', 'ATP binding']",0,0,0,1,0,1,1,0,3,3
484,PLEC,plectin [Source:HGNC Symbol;Acc:HGNC:9069],"['cadherin binding', 'structural constituent of cytoskeleton', 'actin binding', 'RNA binding', 'ankyrin binding', 'structural constituent of muscle']",0,1,0,1,1,1,1,1,4,5
