NGN2-Converted hiPSC Neurons Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
NACA,F8W1N5,Nascent polypeptide-associated complex subunit alpha (Fragment) OS=Homo sapiens GN=NACA PE=2 SV=1 - [F8W1N5_HUMAN],21.13,8,1,1,2,57.11,21.13,1,1,3.42,21.13,1,1,71,7.8,9.63,,,,,,,,
NUBP2,B7Z6P0,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=2 SV=1 - [B7Z6P0_HUMAN],20.77,3,1,1,2,23.71,20.77,1,1,4.48,20.77,1,1,130,13.8,5.12,,,,,,,,
GSTM2,E9PLF1,Glutathione S-transferase Mu 2 (Fragment) OS=Homo sapiens GN=GSTM2 PE=2 SV=2 - [E9PLF1_HUMAN],20.41,14,2,2,2,,,,,4.79,20.41,2,2,147,17.4,5.91,,,,,,,,
NUBP1,I3L531,Cytosolic Fe-S cluster assembly factor NUBP1 (Fragment) OS=Homo sapiens GN=NUBP1 PE=2 SV=1 - [I3L531_HUMAN],20.24,3,2,2,2,0,20.24,2,2,,,,,168,17.9,5.72,,,,,,,,
HMGN3,Q15651-2,Isoform 2 of High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3 - [HMGN3_HUMAN],19.48,2,1,1,2,0,19.48,1,1,0,19.48,1,1,77,8.4,10.26,,,,,,,,
DVL3,F8WCF1,Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens GN=DVL3 PE=2 SV=1 - [F8WCF1_HUMAN],19.48,3,1,1,2,,,,,2.15,19.48,1,2,77,8.6,5.01,,,,,,,,
TELO2,H3BU45,Telomere length regulation protein TEL2 homolog (Fragment) OS=Homo sapiens GN=TELO2 PE=4 SV=1 - [H3BU45_HUMAN],19.38,2,1,1,2,38.76,19.38,1,1,3.72,19.38,1,1,160,17.6,5.08,,,,,,,,
DERL2,I3L1T3,Derlin-2 (Fragment) OS=Homo sapiens GN=DERL2 PE=2 SV=1 - [I3L1T3_HUMAN],18.99,2,1,1,2,55.03,18.99,1,1,2.93,18.99,1,1,158,18,5.5,,,,,,,,
LGMN,H0YJN9,Legumain (Fragment) OS=Homo sapiens GN=LGMN PE=4 SV=1 - [H0YJN9_HUMAN],18.68,6,1,1,2,48.71,18.68,1,1,2.48,18.68,1,1,91,9.8,8.51,,,,,,,,
CIRBP,Q14011,Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1 - [CIRBP_HUMAN],18.6,8,2,2,2,,,,,5.48,18.6,2,2,172,18.6,9.51,,,,,,,,
GNB5,H0YLU1,Guanine nucleotide-binding protein subunit beta-5 (Fragment) OS=Homo sapiens GN=GNB5 PE=2 SV=1 - [H0YLU1_HUMAN],18.45,4,1,1,2,32.29,18.45,1,1,4.04,18.45,1,1,103,11,5.34,,,,,,,,
ATG3,F8WDI0,Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens GN=ATG3 PE=2 SV=1 - [F8WDI0_HUMAN],17.57,3,1,1,2,38.88,17.57,1,1,3.4,17.57,1,1,74,8.3,6.27,,,,,,,,
CDC27,I3L2Z8,Cell division cycle protein 27 homolog (Fragment) OS=Homo sapiens GN=CDC27 PE=2 SV=1 - [I3L2Z8_HUMAN],17.44,7,1,1,2,47.5,17.44,1,1,3.02,17.44,1,1,86,9.6,8.25,,,,,,,,
CLDND1,D6R9K1,Claudin domain-containing protein 1 OS=Homo sapiens GN=CLDND1 PE=2 SV=1 - [D6R9K1_HUMAN],17.24,19,1,1,2,33.85,17.24,1,1,2.62,17.24,1,1,87,9.7,5.74,,,,,,,,
DDAH1,O94760-2,"Isoform 2 of N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens GN=DDAH1 - [DDAH1_HUMAN]",17.03,4,2,2,2,,,,,2.17,17.03,2,2,182,20.2,5.85,,,,,,,,
BCLAF1,H0YF00,Bcl-2-associated transcription factor 1 (Fragment) OS=Homo sapiens GN=BCLAF1 PE=2 SV=1 - [H0YF00_HUMAN],16.95,10,2,2,2,,,,,0,16.95,2,2,118,13.2,10.15,,,,,,,,
SUMO2,P61956-2,Isoform 2 of Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 - [SUMO2_HUMAN],16.9,8,1,1,2,54.25,16.9,1,1,3.26,16.9,1,1,71,8.1,5.41,,,,,,,,
CARHSP1,H3BTK3,Calcium-regulated heat stable protein 1 (Fragment) OS=Homo sapiens GN=CARHSP1 PE=2 SV=1 - [H3BTK3_HUMAN],16.9,7,1,1,2,,,,,5.8,16.9,1,2,71,7.7,10.77,,,,,,,,
MAN2C1,H3BRV3,Alpha-mannosidase 2C1 OS=Homo sapiens GN=MAN2C1 PE=4 SV=1 - [H3BRV3_HUMAN],16.88,11,1,1,2,32.72,16.88,1,1,2.02,16.88,1,1,77,8.7,8.57,,,,,,,,
ARL6.00,H7C5H6,ADP-ribosylation factor-like protein 6 (Fragment) OS=Homo sapiens GN=ARL6 PE=4 SV=1 - [H7C5H6_HUMAN],16.67,3,1,1,2,25.52,16.67,1,1,2.35,16.67,1,1,54,6.4,7.44,,,,,,,,
OLFM1,Q99784-2,Isoform 2 of Noelin OS=Homo sapiens GN=OLFM1 - [NOE1_HUMAN],16.34,2,1,1,2,112.44,16.34,1,1,5.26,16.34,1,1,153,17.1,8.92,,,,,,,,
LGALS7,P47929,Galectin-7 OS=Homo sapiens GN=LGALS7 PE=1 SV=2 - [LEG7_HUMAN],16.18,1,2,2,2,,,,,0,16.18,2,2,136,15.1,7.62,,,,,,,,
PFN2,C9J0J7,Profilin-2 OS=Homo sapiens GN=PFN2 PE=4 SV=1 - [C9J0J7_HUMAN],15.38,6,1,1,2,74.84,15.38,1,1,3.35,15.38,1,1,91,9.8,9.17,,,,,,,,
SLC25A36,D6RB26,Solute carrier family 25 member 36 OS=Homo sapiens GN=SLC25A36 PE=2 SV=1 - [D6RB26_HUMAN],15.12,7,1,1,2,38.28,15.12,1,1,2.49,15.12,1,1,86,9.3,9.25,,,,,,,,
SRP14,H0YLA2,Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=2 SV=1 - [H0YLA2_HUMAN],14.78,2,1,1,2,37.53,14.78,1,1,4.74,14.78,1,1,115,13,9.57,,,,,,,,
CD200,P41217-2,Isoform 2 of OX-2 membrane glycoprotein OS=Homo sapiens GN=CD200 - [OX2G_HUMAN],14.5,5,2,2,2,,,,,2.52,14.5,2,2,269,30.3,8.35,,,,,,,,
HS2ST1,K7EP71,Heparan sulfate 2-O-sulfotransferase 1 (Fragment) OS=Homo sapiens GN=HS2ST1 PE=4 SV=1 - [K7EP71_HUMAN],14.41,5,1,1,2,23.35,14.41,1,1,2.98,14.41,1,1,111,12.9,8.94,,,,,,,,
RPL30,E5RI99,60S ribosomal protein L30 (Fragment) OS=Homo sapiens GN=RPL30 PE=2 SV=1 - [E5RI99_HUMAN],14.04,2,1,1,2,40.17,14.04,1,1,3.63,14.04,1,1,114,12.6,9.55,,,,,,,,
TIMM23B,E7EP42,Putative mitochondrial import inner membrane translocase subunit Tim23B OS=Homo sapiens GN=TIMM23B PE=2 SV=2 - [E7EP42_HUMAN],13.82,5,1,1,2,44.35,13.82,1,1,3.56,13.82,1,1,123,12.7,5.06,,,,,,,,
TARBP2,F8VYK6,RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2 PE=2 SV=1 - [F8VYK6_HUMAN],13.64,7,1,1,2,25.17,13.64,1,1,2.55,13.64,1,1,88,9.4,9.39,,,,,,,,
SCD5,Q9BSN4,SCD5 protein OS=Homo sapiens GN=SCD5 PE=2 SV=1 - [Q9BSN4_HUMAN],13.64,3,1,1,2,32.47,13.64,1,1,3.06,13.64,1,1,132,14.3,9.79,,,,,,,,
CBX5,P45973,Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1 - [CBX5_HUMAN],13.61,1,2,2,2,,,,,2.08,13.61,2,2,191,22.2,5.86,,,,,,,,
EFHD1,C9JTV4,EF-hand domain-containing protein D1 (Fragment) OS=Homo sapiens GN=EFHD1 PE=2 SV=1 - [C9JTV4_HUMAN],13.58,6,1,1,2,,,,,2.53,13.58,1,2,81,9,5,,,,,,,,
ANXA11,H0Y6E1,Annexin A11 (Fragment) OS=Homo sapiens GN=ANXA11 PE=4 SV=1 - [H0Y6E1_HUMAN],13.51,3,1,2,2,41.81,13.51,2,2,,,,,148,16.7,8.07,,,,,,,,
GDPD1,J3QRR6,Glycerophosphodiester phosphodiesterase domain-containing protein 1 (Fragment) OS=Homo sapiens GN=GDPD1 PE=4 SV=1 - [J3QRR6_HUMAN],13.22,2,1,1,2,65.6,13.22,1,1,3.73,13.22,1,1,121,14.2,8.5,,,,,,,,
NASP,H0YDS9,Nuclear autoantigenic sperm protein (Fragment) OS=Homo sapiens GN=NASP PE=4 SV=1 - [H0YDS9_HUMAN],13.14,8,2,2,2,,,,,3.09,13.14,2,2,175,18.9,4.77,,,,,,,,
FEN1,I3L3E9,Flap endonuclease 1 (Fragment) OS=Homo sapiens GN=FEN1 PE=4 SV=1 - [I3L3E9_HUMAN],12.99,2,1,1,2,22.73,12.99,1,1,4.42,12.99,1,1,154,17.9,5.91,,,,,,,,
TBC1D19,D6RDZ1,TBC1 domain family member 19 (Fragment) OS=Homo sapiens GN=TBC1D19 PE=2 SV=1 - [D6RDZ1_HUMAN],12.82,5,1,1,2,29.13,12.82,1,1,2.08,12.82,1,1,117,13.5,8.12,,,,,,,,
LRRFIP1,C9JTC6,Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Homo sapiens GN=LRRFIP1 PE=2 SV=1 - [C9JTC6_HUMAN],12.75,5,1,1,2,23.07,12.75,1,1,1.94,12.75,1,1,149,16.4,9.19,,,,,,,,
WDFY1,C9JJ54,WD repeat and FYVE domain-containing protein 1 (Fragment) OS=Homo sapiens GN=WDFY1 PE=2 SV=1 - [C9JJ54_HUMAN],12.56,2,1,1,2,30.22,12.56,1,1,3.1,12.56,1,1,215,24.2,7.8,,,,,,,,
UFD1L,A6NJ11,Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=2 SV=1 - [A6NJ11_HUMAN],12.16,5,2,2,2,,,,,4.75,12.16,2,2,296,33.3,7.01,,,,,,,,
TOM1,B3KUU1,Target of Myb protein 1 OS=Homo sapiens GN=TOM1 PE=2 SV=1 - [B3KUU1_HUMAN],12.08,8,2,2,2,,,,,3.15,12.08,2,2,265,29.4,5.03,,,,,,,,
VMP1,K7EL46,Vacuole membrane protein 1 (Fragment) OS=Homo sapiens GN=VMP1 PE=4 SV=1 - [K7EL46_HUMAN],12.07,9,1,1,2,22.76,12.07,1,1,2.04,12.07,1,1,58,7,9.99,,,,,,,,
ANXA3,D6RCA8,Annexin (Fragment) OS=Homo sapiens GN=ANXA3 PE=2 SV=1 - [D6RCA8_HUMAN],11.94,4,1,1,2,26.82,11.94,1,1,2.12,11.94,1,1,134,14.9,7.5,,,,,,,,
ARHGAP17,I3L4P6,Rho GTPase-activating protein 17 (Fragment) OS=Homo sapiens GN=ARHGAP17 PE=2 SV=1 - [I3L4P6_HUMAN],11.84,7,1,1,2,25.71,11.84,1,1,1.69,11.84,1,1,76,8.6,4.48,,,,,,,,
CD47,H7BYS8,Leukocyte surface antigen CD47 (Fragment) OS=Homo sapiens GN=CD47 PE=4 SV=1 - [H7BYS8_HUMAN],11.63,2,1,1,2,20.12,11.63,1,1,1.87,11.63,1,1,86,10,7.94,,,,,,,,
NUDT15,Q9NV35,Probable 8-oxo-dGTP diphosphatase NUDT15 OS=Homo sapiens GN=NUDT15 PE=1 SV=1 - [NUD15_HUMAN],11.59,1,1,1,2,31.3,11.59,1,1,0,11.59,1,1,164,18.6,6.14,,,,,,,,
LYZ,F8VV32,Lysozyme C OS=Homo sapiens GN=LYZ PE=2 SV=1 - [F8VV32_HUMAN],11.54,2,1,1,2,43.82,11.54,1,1,2.99,11.54,1,1,104,11.5,9.07,,,,,,,,
DCAKD,K7ESP4,Dephospho-CoA kinase domain-containing protein (Fragment) OS=Homo sapiens GN=DCAKD PE=3 SV=1 - [K7ESP4_HUMAN],11.48,3,2,2,2,,,,,4.36,11.48,2,2,209,24.2,9.67,,,,,,,,
PUF60,H0YCP8,Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens GN=PUF60 PE=4 SV=1 - [H0YCP8_HUMAN],11.36,9,1,1,2,,,,,6.45,11.36,1,2,273,28.1,8.38,,,,,,,,
EIF3J,H0YGJ7,Eukaryotic translation initiation factor 3 subunit J (Fragment) OS=Homo sapiens GN=EIF3J PE=4 SV=1 - [H0YGJ7_HUMAN],11.32,5,1,1,2,51.4,11.32,1,1,2.99,11.32,1,1,106,12.1,4.94,,,,,,,,
TBCC,Q15814,Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2 - [TBCC_HUMAN],11.27,1,2,2,2,31.02,8.67,1,1,2.11,2.6,1,1,346,39.2,5.71,,,,,,,,
GUK1,Q16774,Guanylate kinase OS=Homo sapiens GN=GUK1 PE=1 SV=2 - [KGUA_HUMAN],11.17,8,1,1,2,38.83,11.17,1,1,4.21,11.17,1,1,197,21.7,6.55,,,,,,,,
ROGDI,K7EPN1,Protein rogdi homolog (Fragment) OS=Homo sapiens GN=ROGDI PE=4 SV=1 - [K7EPN1_HUMAN],11.11,4,1,1,2,20.59,11.11,1,1,3.07,11.11,1,1,171,19.1,7.5,,,,,,,,
MARCH11',H0Y9K6,E3 ubiquitin-protein ligase MARCH11 (Fragment) OS=Homo sapiens GN=MARCH11 PE=4 SV=1 - [H0Y9K6_HUMAN],11.11,1,1,1,2,,,,,1.78,11.11,1,2,54,6.3,7.65,,,,,,,,
HERC2,H3BUQ1,E3 ubiquitin-protein ligase HERC2 (Fragment) OS=Homo sapiens GN=HERC2 PE=4 SV=1 - [H3BUQ1_HUMAN],11,2,1,1,2,45.76,11,1,1,3.79,11,1,1,200,20.7,4.54,,,,,,,,
RBM8A,Q9Y5S9-2,Isoform 2 of RNA-binding protein 8A OS=Homo sapiens GN=RBM8A - [RBM8A_HUMAN],10.98,2,1,1,2,31.71,10.98,1,1,3.16,10.98,1,1,173,19.7,5.92,,,,,,,,
STX4,C9JFM5,Syntaxin-4 (Fragment) OS=Homo sapiens GN=STX4 PE=2 SV=1 - [C9JFM5_HUMAN],10.86,3,1,1,2,31.19,10.86,1,1,2.62,10.86,1,1,175,19.8,8.41,,,,,,,,
MRPL18,Q9H0U6,"39S ribosomal protein L18, mitochondrial OS=Homo sapiens GN=MRPL18 PE=1 SV=1 - [RM18_HUMAN]",10.56,1,2,2,2,,,,,3.67,10.56,2,2,180,20.6,9.54,,,,,,,,
S100A11,P31949,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2 - [S10AB_HUMAN],10.48,1,1,1,2,55.91,10.48,1,1,3.01,10.48,1,1,105,11.7,7.12,,,,,,,,
RNF126,Q9BV68-2,Isoform 2 of RING finger protein 126 OS=Homo sapiens GN=RNF126 - [RN126_HUMAN],10.29,2,1,1,2,24.67,10.29,1,1,3.25,10.29,1,1,311,33.8,5.47,,,,,,,,
PTPRN,H7C0U9,Receptor-type tyrosine-protein phosphatase-like N (Fragment) OS=Homo sapiens GN=PTPRN PE=4 SV=1 - [H7C0U9_HUMAN],10.22,9,1,1,2,27.49,10.22,1,1,2.45,10.22,1,1,137,15.7,7.31,,,,,,,,
SHC1,Q5T181,SHC-transforming protein 1 (Fragment) OS=Homo sapiens GN=SHC1 PE=2 SV=1 - [Q5T181_HUMAN],10.22,7,1,1,2,0,10.22,1,1,1.9,10.22,1,1,137,14.8,10.62,,,,,,,,
EFNB2,P52799,Ephrin-B2 OS=Homo sapiens GN=EFNB2 PE=1 SV=1 - [EFNB2_HUMAN],10.21,1,2,2,2,,,,,2.56,10.21,2,2,333,36.9,8.85,,,,,,,,
CLVS1,E5RK22,Clavesin-1 (Fragment) OS=Homo sapiens GN=CLVS1 PE=2 SV=1 - [E5RK22_HUMAN],10.13,4,1,1,2,61.58,10.13,1,1,2.74,10.13,1,1,79,9.1,5.86,,,,,,,,
HSD17B7,Q5T250,3-keto-steroid reductase (Fragment) OS=Homo sapiens GN=HSD17B7 PE=2 SV=1 - [Q5T250_HUMAN],10.08,4,1,1,2,58.8,10.08,1,1,3.47,10.08,1,1,119,13.7,9.33,,,,,,,,
COMT,P21964-2,Isoform Soluble of Catechol O-methyltransferase OS=Homo sapiens GN=COMT - [COMT_HUMAN],9.95,2,1,1,2,40.6,9.95,1,1,3.67,9.95,1,1,221,24.4,5.33,,,,,,,,
FAM160B1,Q5W0V4,Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=2 SV=1 - [Q5W0V4_HUMAN],9.9,3,1,1,2,21.6,9.9,1,1,2.16,9.9,1,1,101,11.5,4.78,,,,,,,,
SEMA3E,C9JVH5,Semaphorin-3E (Fragment) OS=Homo sapiens GN=SEMA3E PE=2 SV=3 - [C9JVH5_HUMAN],9.82,3,1,1,2,33.97,9.82,1,1,0,9.82,1,1,163,18.7,6.52,,,,,,,,
ARFGAP1,E5RHH7,ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARFGAP1 PE=2 SV=1 - [E5RHH7_HUMAN],9.8,9,1,1,2,23.58,9.8,1,1,2.92,9.8,1,1,153,16.4,6.57,,,,,,,,
MRPL21,H3BUY0,"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=2 SV=1 - [H3BUY0_HUMAN]",9.74,1,1,1,2,28.66,9.74,1,1,1.76,9.74,1,1,195,21.5,10.89,,,,,,,,
ARRB2,I3L412,Beta-arrestin-2 (Fragment) OS=Homo sapiens GN=ARRB2 PE=2 SV=1 - [I3L412_HUMAN],9.69,7,1,1,2,36.79,9.69,1,1,3.54,9.69,1,1,196,22.2,8.18,,,,,,,,
LOXL2,H0YAR1,Lysyl oxidase homolog 2 (Fragment) OS=Homo sapiens GN=LOXL2 PE=4 SV=1 - [H0YAR1_HUMAN],9.66,2,1,1,2,34.39,9.66,1,1,3.06,9.66,1,1,207,22.4,7.09,,,,,,,,
ISYNA1,J3KRH4,Inositol-3-phosphate synthase 1 (Fragment) OS=Homo sapiens GN=ISYNA1 PE=4 SV=1 - [J3KRH4_HUMAN],9.6,6,1,1,2,34.75,9.6,1,1,2.42,9.6,1,1,177,19.5,8.53,,,,,,,,
PPP1R12A,H0YIM2,Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens GN=PPP1R12A PE=4 SV=1 - [H0YIM2_HUMAN],9.57,7,1,1,2,26.63,9.57,1,1,2.37,9.57,1,1,188,22,5.92,,,,,,,,
FTSJ1,B7Z4K4,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens GN=FTSJ1 PE=2 SV=1 - [B7Z4K4_HUMAN],9.38,3,1,1,2,42.65,9.38,1,1,2.1,9.38,1,1,192,21.2,5.2,,,,,,,,
TTC5,H9KV81,Tetratricopeptide repeat protein 5 OS=Homo sapiens GN=TTC5 PE=2 SV=1 - [H9KV81_HUMAN],9.38,3,1,1,2,49.48,9.38,1,1,3.44,9.38,1,1,128,14.4,4.55,,,,,,,,
CHMP5,Q9NZZ3-2,Isoform 2 of Charged multivesicular body protein 5 OS=Homo sapiens GN=CHMP5 - [CHMP5_HUMAN],9.36,2,1,1,2,24.8,9.36,1,1,2.04,9.36,1,1,171,19.5,6.84,,,,,,,,
SEC11A,H0YKT4,Signal peptidase complex catalytic subunit SEC11A (Fragment) OS=Homo sapiens GN=SEC11A PE=2 SV=1 - [H0YKT4_HUMAN],9.3,5,1,1,2,0,9.3,1,1,0,9.3,1,1,129,14.9,9.7,,,,,,,,
AP3S1,F5H459,AP-3 complex subunit sigma-1 OS=Homo sapiens GN=AP3S1 PE=2 SV=1 - [F5H459_HUMAN],9.26,2,1,1,2,62.7,9.26,1,1,3.32,9.26,1,1,162,18.8,5.08,,,,,,,,
VPS37B,F5H1F6,Vacuolar protein sorting-associated protein 37B (Fragment) OS=Homo sapiens GN=VPS37B PE=2 SV=1 - [F5H1F6_HUMAN],9.24,3,1,1,2,,,,,5.87,9.24,1,2,184,20.6,6.19,,,,,,,,
IBA57,G5EA38,Chromosome 1 open reading frame 69 OS=Homo sapiens GN=IBA57 PE=4 SV=1 - [G5EA38_HUMAN],9.2,2,1,1,2,33.98,9.2,1,1,3.32,9.2,1,1,163,17.6,9.48,,,,,,,,
SQLE,H0YBN7,Squalene monooxygenase (Fragment) OS=Homo sapiens GN=SQLE PE=2 SV=1 - [H0YBN7_HUMAN],9.2,3,1,1,2,44.75,9.2,1,1,2.75,9.2,1,1,163,18.4,9.14,,,,,,,,
PIK3C3,K7ENH3,Phosphatidylinositol 3-kinase catalytic subunit type 3 (Fragment) OS=Homo sapiens GN=PIK3C3 PE=4 SV=1 - [K7ENH3_HUMAN],8.96,5,1,1,2,27.2,8.96,1,1,1.94,8.96,1,1,134,15,9.03,,,,,,,,
RABL3,Q5HYI8,Rab-like protein 3 OS=Homo sapiens GN=RABL3 PE=1 SV=1 - [RABL3_HUMAN],8.9,1,1,1,2,87.9,8.9,1,1,5.01,8.9,1,1,236,26.4,7.11,,,,,,,,
ATP6AP2,H7C240,Renin receptor (Fragment) OS=Homo sapiens GN=ATP6AP2 PE=2 SV=1 - [H7C240_HUMAN],8.87,5,1,1,2,25,8.87,1,1,2.87,8.87,1,1,203,22.2,9.39,,,,,,,,
WIBG,Q9BRP8-2,Isoform 2 of Partner of Y14 and mago OS=Homo sapiens GN=WIBG - [WIBG_HUMAN],8.87,2,1,1,2,70.57,8.87,1,1,3.65,8.87,1,1,203,22.7,9.44,,,,,,,,
AKAP1,I3L0W0,"A-kinase anchor protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=AKAP1 PE=2 SV=1 - [I3L0W0_HUMAN]",8.82,3,1,1,2,29.6,8.82,1,1,2.52,8.82,1,1,204,21.8,4.61,,,,,,,,
ARL15.00,Q9NXU5,ADP-ribosylation factor-like protein 15 OS=Homo sapiens GN=ARL15 PE=1 SV=1 - [ARL15_HUMAN],8.82,1,1,1,2,50.05,8.82,1,1,3.13,8.82,1,1,204,22.9,5.63,,,,,,,,
DCI,Q96DC0,DCI protein OS=Homo sapiens GN=DCI PE=2 SV=1 - [Q96DC0_HUMAN],8.64,4,2,2,2,,,,,4,8.64,2,2,243,27,6.77,,,,,,,,
WBSCR16,C9JWG9,Williams-Beuren syndrome chromosomal region 16 protein (Fragment) OS=Homo sapiens GN=WBSCR16 PE=2 SV=1 - [C9JWG9_HUMAN],8.5,4,1,1,2,,,,,5.49,8.5,1,2,153,17.2,9.92,,,,,,,,
RPS24,P62847-2,Isoform 2 of 40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 - [RS24_HUMAN],8.46,5,1,1,2,27.79,8.46,1,1,2.73,8.46,1,1,130,15.1,10.89,,,,,,,,
CRK,P46108-2,Isoform Crk-I of Adapter molecule crk OS=Homo sapiens GN=CRK - [CRK_HUMAN],8.33,3,1,1,2,67.58,8.33,1,1,3.18,8.33,1,1,204,22.9,5.48,,,,,,,,
CALU,O43852,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2 - [CALU_HUMAN],8.25,12,2,2,2,,,,,0,8.25,2,2,315,37.1,4.64,,,,,,,,
AGPAT6,E5RIA1,Glycerol-3-phosphate acyltransferase 4 (Fragment) OS=Homo sapiens GN=AGPAT6 PE=2 SV=1 - [E5RIA1_HUMAN],8.23,3,1,1,2,20.95,8.23,1,1,2.04,8.23,1,1,158,18.2,8.73,,,,,,,,
PDF,Q9HBH1,"Peptide deformylase, mitochondrial OS=Homo sapiens GN=PDF PE=1 SV=1 - [DEFM_HUMAN]",8.23,1,1,1,2,34.65,8.23,1,1,2.22,8.23,1,1,243,27,9.16,,,,,,,,
GTF3C3,H7C0C0,General transcription factor 3C polypeptide 3 (Fragment) OS=Homo sapiens GN=GTF3C3 PE=2 SV=1 - [H7C0C0_HUMAN],8.11,2,1,1,2,28.08,8.11,1,1,2.5,8.11,1,1,148,16.6,6.77,,,,,,,,
OSTC,Q9NRP0,Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1 - [OSTC_HUMAN],8.05,2,1,1,2,44.64,8.05,1,1,3.03,8.05,1,1,149,16.8,9.13,,,,,,,,
UBL7,H3BV23,Ubiquitin-like protein 7 (Fragment) OS=Homo sapiens GN=UBL7 PE=2 SV=1 - [H3BV23_HUMAN],8.02,3,1,1,2,32.33,8.02,1,1,0,8.02,1,1,162,18.2,7.4,,,,,,,,
EIF4E2,C9JEL3,Eukaryotic translation initiation factor 4E type 2 (Fragment) OS=Homo sapiens GN=EIF4E2 PE=2 SV=1 - [C9JEL3_HUMAN],7.98,5,1,1,2,33.26,7.98,1,1,0,7.98,1,1,213,24.6,7.53,,,,,,,,
FAM109A,Q8N4B1-2,Isoform 2 of Sesquipedalian-1 OS=Homo sapiens GN=FAM109A - [SESQ1_HUMAN],7.94,3,1,1,2,,,,,0,7.94,1,2,126,13.6,11.06,,,,,,,,
KDSR,K7ERC8,3-ketodihydrosphingosine reductase (Fragment) OS=Homo sapiens GN=KDSR PE=3 SV=1 - [K7ERC8_HUMAN],7.88,3,1,1,2,38.65,7.88,1,1,2.83,7.88,1,1,203,22.6,7.8,,,,,,,,
CYP2S1,M0R2G8,Cytochrome P450 2S1 OS=Homo sapiens GN=CYP2S1 PE=4 SV=1 - [M0R2G8_HUMAN],7.88,4,1,1,2,22.79,7.88,1,1,2.49,7.88,1,1,165,17.8,7.24,,,,,,,,
REEP1,F8W897,Receptor expression-enhancing protein 1 (Fragment) OS=Homo sapiens GN=REEP1 PE=2 SV=1 - [F8W897_HUMAN],7.86,6,1,1,2,0,7.86,1,1,2.67,7.86,1,1,140,15.7,8.43,,,,,,,,
MAVS,Q7Z434-4,Isoform 4 of Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS - [MAVS_HUMAN],7.77,2,1,1,2,28.56,7.77,1,1,3.45,7.77,1,1,399,40.4,5.5,,,,,,,,
SNAP29,O95721,Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1 - [SNP29_HUMAN],7.75,1,1,1,2,21.2,7.75,1,1,2.44,7.75,1,1,258,29,5.81,,,,,,,,
PABPN1,B4DEH8,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=2 SV=1 - [B4DEH8_HUMAN],7.74,9,1,1,2,23.5,7.74,1,1,2.58,7.74,1,1,168,19,9.23,,,,,,,,
EML2,K7EII6,Echinoderm microtubule-associated protein-like 2 (Fragment) OS=Homo sapiens GN=EML2 PE=4 SV=1 - [K7EII6_HUMAN],7.73,7,1,1,2,52.13,7.73,1,1,2.9,7.73,1,1,181,18.9,5.14,,,,,,,,
GSTK1,Q9Y2Q3-4,Isoform 4 of Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 - [GSTK1_HUMAN],7.65,5,1,1,2,25.98,7.65,1,1,2.97,7.65,1,1,183,20.5,6.54,,,,,,,,
