Fetal Human Brain Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
TOM1L2,F5H3S6,TOM1-like protein 2 OS=Homo sapiens GN=TOM1L2 PE=2 SV=1 - [F5H3S6_HUMAN],2.32,6,1,1,2,34.72,2.32,1,1,0,2.32,1,1,388,42.7,4.59,,,,,,,,
SUCLA2,F5H5G8,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLA2 PE=2 SV=1 - [F5H5G8_HUMAN]",3.65,4,1,1,2,39.99,3.65,1,1,1.87,3.65,1,1,329,36,5.39,,,,,,,,
ATP5H,F5H608,"ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=4 SV=2 - [F5H608_HUMAN]",20.99,3,1,1,2,35.06,20.99,1,1,0,20.99,1,1,81,8.9,9.36,,,,,,,,
ANKRD44,F5H682,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Homo sapiens GN=ANKRD44 PE=2 SV=1 - [F5H682_HUMAN],3.16,8,1,1,2,27.37,3.16,1,1,0,3.16,1,1,507,55.2,6.98,,,,,,,,
RGMA,F5H7G2,Repulsive guidance molecule A OS=Homo sapiens GN=RGMA PE=4 SV=1 - [F5H7G2_HUMAN],6.74,5,1,1,2,37.7,6.74,1,1,2.82,6.74,1,1,341,37.6,6.73,,,,,,,,
LYZ,F8VV32,Lysozyme C OS=Homo sapiens GN=LYZ PE=2 SV=1 - [F8VV32_HUMAN],11.54,2,1,1,2,27.69,11.54,1,1,0,11.54,1,1,104,11.5,9.07,,,,,,,,
MVB12B,F8W922,Multivesicular body subunit 12B (Fragment) OS=Homo sapiens GN=MVB12B PE=2 SV=1 - [F8W922_HUMAN],5.37,5,1,1,2,25.47,5.37,1,1,1.65,5.37,1,1,205,22.6,5.69,,,,,,,,
NRXN1,F8WB18,Neurexin-1-beta OS=Homo sapiens GN=NRXN1 PE=2 SV=1 - [F8WB18_HUMAN],0.88,6,1,1,2,35.25,0.88,1,1,2.02,0.88,1,1,1477,161.8,6,,,,,,,,
DLGAP4,F8WF49,Disks large-associated protein 4 OS=Homo sapiens GN=DLGAP4 PE=2 SV=1 - [F8WF49_HUMAN],7.79,4,1,1,2,34.97,7.79,1,1,0,7.79,1,1,244,26.9,4.88,,,,,,,,
ATP6V1D,G3V2V6,V-type proton ATPase subunit D OS=Homo sapiens GN=ATP6V1D PE=2 SV=1 - [G3V2V6_HUMAN],7.43,4,1,1,2,26.93,7.43,1,1,0,7.43,1,1,148,17.4,9.52,,,,,,,,
LGALS3,G3V3R6,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=2 SV=1 - [G3V3R6_HUMAN],3,2,1,1,2,38.81,3,1,1,0,3,1,1,233,24.1,9.39,,,,,,,,
SGPL1,H0Y3V8,Sphingosine-1-phosphate lyase 1 (Fragment) OS=Homo sapiens GN=SGPL1 PE=4 SV=1 - [H0Y3V8_HUMAN],11.11,3,1,1,2,24.59,11.11,1,1,1.7,11.11,1,1,135,15,7.77,,,,,,,,
GNB2L1,H0Y8R5,Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=4 SV=1 - [H0Y8R5_HUMAN],12.32,13,1,1,2,30.4,12.32,1,1,0,12.32,1,1,138,15.2,7.31,,,,,,,,
ASAP1,H0YBF7,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=ASAP1 PE=4 SV=1 - [H0YBF7_HUMAN]",1.89,3,1,1,2,20.12,1.89,1,1,0,1.89,1,1,950,105.2,7.4,,,,,,,,
SBF2,H0YD05,Myotubularin-related protein 13 (Fragment) OS=Homo sapiens GN=SBF2 PE=4 SV=1 - [H0YD05_HUMAN],3.63,3,1,1,2,26.27,3.63,1,1,0,3.63,1,1,331,36.5,9.85,,,,,,,,
PDHX,H0YD97,"Pyruvate dehydrogenase protein X component, mitochondrial (Fragment) OS=Homo sapiens GN=PDHX PE=3 SV=1 - [H0YD97_HUMAN]",5.29,4,1,1,2,29.61,5.29,1,1,0,5.29,1,1,189,20.7,7.34,,,,,,,,
UBQLN1,H0YDS0,Ubiquilin-1 (Fragment) OS=Homo sapiens GN=UBQLN1 PE=2 SV=1 - [H0YDS0_HUMAN],10.83,4,1,1,2,20.9,10.83,1,1,0,10.83,1,1,157,16.4,5.01,,,,,,,,
EIF3F,H0YDT6,Eukaryotic translation initiation factor 3 subunit F (Fragment) OS=Homo sapiens GN=EIF3F PE=2 SV=1 - [H0YDT6_HUMAN],17,4,1,1,2,80.57,17,1,1,2.79,17,1,1,100,10.8,5.81,,,,,,,,
PSMB5,H0YJM8,Proteasome subunit beta type-5 (Fragment) OS=Homo sapiens GN=PSMB5 PE=3 SV=1 - [H0YJM8_HUMAN],11.02,3,1,1,2,35.28,11.02,1,1,1.67,11.02,1,1,118,12.8,9.57,,,,,,,,
TMOD3,H0YKU1,Tropomodulin-3 (Fragment) OS=Homo sapiens GN=TMOD3 PE=4 SV=1 - [H0YKU1_HUMAN],10.7,3,1,1,2,24.91,10.7,1,1,2.08,10.7,1,1,187,20.9,7.43,,,,,,,,
GNB5,H0YLU1,Guanine nucleotide-binding protein subunit beta-5 (Fragment) OS=Homo sapiens GN=GNB5 PE=2 SV=1 - [H0YLU1_HUMAN],18.45,4,1,1,2,26.33,18.45,1,1,0,18.45,1,1,103,11,5.34,,,,,,,,
EIF5,H0YLZ1,Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens GN=EIF5 PE=2 SV=1 - [H0YLZ1_HUMAN],13.01,3,1,1,2,26.95,13.01,1,1,0,13.01,1,1,146,16.5,8.94,,,,,,,,
CORO1A,H3BNA2,Coronin (Fragment) OS=Homo sapiens GN=CORO1A PE=2 SV=1 - [H3BNA2_HUMAN],10.81,7,1,1,2,70.92,10.81,1,1,2.42,10.81,1,1,148,16,6.99,,,,,,,,
STX1B,H3BT82,Syntaxin-1B (Fragment) OS=Homo sapiens GN=STX1B PE=2 SV=2 - [H3BT82_HUMAN],6.86,3,1,1,2,60.49,6.86,1,1,2.36,6.86,1,1,204,23.4,7.4,,,,,,,,
EFR3B,H7BXG9,Protein EFR3 homolog B (Fragment) OS=Homo sapiens GN=EFR3B PE=2 SV=1 - [H7BXG9_HUMAN],2.15,5,1,1,2,0,2.15,1,1,0,2.15,1,1,652,73.9,6.84,,,,,,,,
FAM134A,H7C3D5,Protein FAM134A (Fragment) OS=Homo sapiens GN=FAM134A PE=4 SV=1 - [H7C3D5_HUMAN],12.32,2,1,1,2,22.77,12.32,1,1,0,12.32,1,1,203,21.6,3.87,,,,,,,,
TAGLN3,H7C5N2,Transgelin-3 (Fragment) OS=Homo sapiens GN=TAGLN3 PE=2 SV=1 - [H7C5N2_HUMAN],19.23,2,1,1,2,20.91,19.23,1,1,1.88,19.23,1,1,78,8.9,8.79,,,,,,,,
BRSK1,J3KNK0,Serine/threonine-protein kinase BRSK1 OS=Homo sapiens GN=BRSK1 PE=4 SV=1 - [J3KNK0_HUMAN],3.59,3,1,1,2,34.91,3.59,1,1,2.24,3.59,1,1,473,50.7,10.04,,,,,,,,
ARHGDIA,J3KRE2,Rho GDP-dissociation inhibitor 1 OS=Homo sapiens GN=ARHGDIA PE=4 SV=1 - [J3KRE2_HUMAN],11.63,4,1,1,2,47.28,11.63,1,1,2.11,11.63,1,1,129,14.8,4.68,,,,,,,,
EPN2,J3KSF8,Epsin-2 (Fragment) OS=Homo sapiens GN=EPN2 PE=4 SV=1 - [J3KSF8_HUMAN],37.5,12,1,1,2,49.68,37.5,1,1,1.85,37.5,1,1,32,3.7,8.73,,,,,,,,
SNRPD1,J3QLI9,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD1 PE=4 SV=1 - [J3QLI9_HUMAN],17.33,2,1,1,2,44.48,17.33,1,1,3.26,17.33,1,1,75,8.4,11.84,,,,,,,,
DCC,J3QRM6,Netrin receptor DCC (Fragment) OS=Homo sapiens GN=DCC PE=4 SV=1 - [J3QRM6_HUMAN],5.77,4,1,1,2,27.32,5.77,1,1,1.6,5.77,1,1,208,23.5,8.75,,,,,,,,
RHOT1,K7EIQ7,Mitochondrial Rho GTPase 1 (Fragment) OS=Homo sapiens GN=RHOT1 PE=4 SV=1 - [K7EIQ7_HUMAN],5.26,9,1,1,2,27.46,5.26,1,1,0,5.26,1,1,190,21.9,8.25,,,,,,,,
UBXN6,K7ELN1,UBX domain-containing protein 6 (Fragment) OS=Homo sapiens GN=UBXN6 PE=4 SV=1 - [K7ELN1_HUMAN],15.27,4,1,1,2,27.29,15.27,1,1,0,15.27,1,1,131,14,5.01,,,,,,,,
RPL23A,K7EMA7,60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=3 SV=1 - [K7EMA7_HUMAN],24.29,5,1,1,2,21.03,24.29,1,1,2.32,24.29,1,1,70,7.9,9.23,,,,,,,,
ROGDI,K7EPN1,Protein rogdi homolog (Fragment) OS=Homo sapiens GN=ROGDI PE=4 SV=1 - [K7EPN1_HUMAN],11.11,4,1,1,2,29.39,11.11,1,1,0,11.11,1,1,171,19.1,7.5,,,,,,,,
DAZAP1,K7EQ02,DAZ-associated protein 1 (Fragment) OS=Homo sapiens GN=DAZAP1 PE=4 SV=1 - [K7EQ02_HUMAN],6.67,4,1,1,2,26.55,6.67,1,1,0,6.67,1,1,225,24.8,8.53,,,,,,,,
PDCD5,K7ESJ4,Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=4 SV=1 - [K7ESJ4_HUMAN],20,5,1,1,2,34.39,20,1,1,0,20,1,1,65,7.5,8.25,,,,,,,,
DNAJB1,M0R080,DnaJ homolog subfamily B member 1 (Fragment) OS=Homo sapiens GN=DNAJB1 PE=4 SV=1 - [M0R080_HUMAN],8.74,3,1,1,2,57.82,8.74,1,1,2.54,8.74,1,1,183,20.5,8.56,,,,,,,,
RTCA,O00442,RNA 3'-terminal phosphate cyclase OS=Homo sapiens GN=RTCA PE=1 SV=1 - [RTCA_HUMAN],2.73,2,1,1,2,31.24,2.73,1,1,0,2.73,1,1,366,39.3,7.85,,,,,,,,
UNC13B,O14795,Protein unc-13 homolog B OS=Homo sapiens GN=UNC13B PE=1 SV=2 - [UN13B_HUMAN],0.63,12,1,1,2,22.44,0.63,1,1,2.12,0.63,1,1,1591,180.6,5.99,,,,,,,,
PSMA7,O14818-4,Isoform 3 of Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 - [PSA7_HUMAN],8.05,2,1,1,2,32.03,8.05,1,1,0,8.05,1,1,149,16.1,8.02,,,,,,,,
SYNM,O15061-3,Isoform 3 of Synemin OS=Homo sapiens GN=SYNM - [SYNEM_HUMAN],4.72,4,1,1,2,33.63,4.72,1,1,0,4.72,1,1,339,39,4.92,,,,,,,,
NCK2,O43639,Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2 - [NCK2_HUMAN],3.42,1,1,1,2,43.84,3.42,1,1,2.25,3.42,1,1,380,42.9,6.95,,,,,,,,
EXOC3,O60645-2,Isoform 2 of Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 - [EXOC3_HUMAN],1.09,3,1,1,2,34.34,1.09,1,1,0,1.09,1,1,641,73.8,7.15,,,,,,,,
IGSF3,O75054,Immunoglobulin superfamily member 3 OS=Homo sapiens GN=IGSF3 PE=2 SV=3 - [IGSF3_HUMAN],1.01,2,1,1,2,68.74,1.01,1,1,2.34,1.01,1,1,1194,135.1,6.07,,,,,,,,
GABBR2,O75899,Gamma-aminobutyric acid type B receptor subunit 2 OS=Homo sapiens GN=GABBR2 PE=1 SV=1 - [GABR2_HUMAN],1.49,1,1,1,2,47.83,1.49,1,1,0,1.49,1,1,941,105.8,8.66,,,,,,,,
IPO7,O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1 - [IPO7_HUMAN],0.87,1,1,1,2,45.56,0.87,1,1,0,0.87,1,1,1038,119.4,4.82,,,,,,,,
LPL,P06858,Lipoprotein lipase OS=Homo sapiens GN=LPL PE=1 SV=1 - [LIPL_HUMAN],3.58,1,1,1,2,32.3,3.58,1,1,0,3.58,1,1,475,53.1,8.15,,,,,,,,
SYP,P08247,Synaptophysin OS=Homo sapiens GN=SYP PE=1 SV=3 - [SYPH_HUMAN],3.83,1,1,1,2,29.65,3.83,1,1,2.12,3.83,1,1,313,33.8,4.81,,,,,,,,
COL4A2,P08572,Collagen alpha-2(IV) chain OS=Homo sapiens GN=COL4A2 PE=1 SV=4 - [CO4A2_HUMAN],0.76,1,1,1,2,28.15,0.76,1,1,0,0.76,1,1,1712,167.4,8.66,,,,,,,,
TROVE2,P10155-2,Isoform Short of 60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 - [RO60_HUMAN],5.37,5,1,1,2,51.7,5.37,1,1,2.3,5.37,1,1,205,23.3,9.03,,,,,,,,
AKR1A1,P14550,Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens GN=AKR1A1 PE=1 SV=3 - [AK1A1_HUMAN],4.31,1,1,1,2,31.33,4.31,1,1,0,4.31,1,1,325,36.5,6.79,,,,,,,,
HMGA1,P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3 - [HMGA1_HUMAN],23.36,3,1,1,2,34.46,23.36,1,1,3.67,23.36,1,1,107,11.7,10.32,,,,,,,,
OSBP,P22059,Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1 - [OSBP1_HUMAN],3.59,1,1,1,2,55.44,3.59,1,1,2.43,3.59,1,1,807,89.4,7.3,,,,,,,,
PSMB4,P28070,Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4 - [PSB4_HUMAN],5.68,1,1,1,2,27.34,5.68,1,1,0,5.68,1,1,264,29.2,5.97,,,,,,,,
GABRA3,P34903,Gamma-aminobutyric acid receptor subunit alpha-3 OS=Homo sapiens GN=GABRA3 PE=2 SV=1 - [GBRA3_HUMAN],3.46,1,1,1,2,41.74,3.46,1,1,1.88,3.46,1,1,492,55.1,8.66,,,,,,,,
BSG,P35613-2,Isoform 2 of Basigin OS=Homo sapiens GN=BSG - [BASI_HUMAN],6.69,4,1,1,2,0,6.69,1,1,0,6.69,1,1,269,29.2,5.64,,,,,,,,
ADRBK2,P35626,Beta-adrenergic receptor kinase 2 OS=Homo sapiens GN=ADRBK2 PE=2 SV=2 - [ARBK2_HUMAN],1.31,2,1,1,2,0,1.31,1,1,0,1.31,1,1,688,79.7,7.62,,,,,,,,
RPL13A,P40429,60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2 - [RL13A_HUMAN],2.96,2,1,1,2,30.94,2.96,1,1,0,2.96,1,1,203,23.6,10.93,,,,,,,,
GRIA1,P42261-3,Isoform 3 of Glutamate receptor 1 OS=Homo sapiens GN=GRIA1 - [GRIA1_HUMAN],2.42,7,1,1,2,27.19,2.42,1,1,0,2.42,1,1,826,92.1,7.74,,,,,,,,
GRIA3,P42263,Glutamate receptor 3 OS=Homo sapiens GN=GRIA3 PE=1 SV=2 - [GRIA3_HUMAN],2.24,2,1,1,2,43.39,2.24,1,1,0,2.24,1,1,894,101.1,8.54,,,,,,,,
ARCN1,P48444,Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1 - [COPD_HUMAN],2.35,2,1,1,2,50.34,2.35,1,1,2.03,2.35,1,1,511,57.2,6.21,,,,,,,,
RAP1GDS1,P52306-6,Isoform 6 of Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens GN=RAP1GDS1 - [GDS1_HUMAN],1.36,8,1,1,2,37.75,1.36,1,1,0,1.36,1,1,516,56.5,5.44,,,,,,,,
DAPK1,P53355-2,Isoform 2 of Death-associated protein kinase 1 OS=Homo sapiens GN=DAPK1 - [DAPK1_HUMAN],4.75,5,1,1,2,33.74,4.75,1,1,2.69,4.75,1,1,337,36.7,8.62,,,,,,,,
ADAR,P55265-5,Isoform 5 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR - [DSRAD_HUMAN],1.18,7,1,1,2,29.48,1.18,1,1,0,1.18,1,1,931,103.6,8.66,,,,,,,,
CTBP2,P56545,C-terminal-binding protein 2 OS=Homo sapiens GN=CTBP2 PE=1 SV=1 - [CTBP2_HUMAN],4.27,3,1,1,2,35.96,4.27,1,1,2.37,4.27,1,1,445,48.9,6.95,,,,,,,,
RRAS2,P62070-2,Isoform 2 of Ras-related protein R-Ras2 OS=Homo sapiens GN=RRAS2 - [RRAS2_HUMAN],9.45,5,1,1,2,56.53,9.45,1,1,2.05,9.45,1,1,127,15.1,8.29,,,,,,,,
HBA1,P69905,Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2 - [HBA_HUMAN],10.56,1,1,1,2,33.17,10.56,1,1,0,10.56,1,1,142,15.2,8.68,,,,,,,,
RAE1,P78406,mRNA export factor OS=Homo sapiens GN=RAE1 PE=1 SV=1 - [RAE1L_HUMAN],2.45,2,1,1,2,24.79,2.45,1,1,0,2.45,1,1,368,40.9,7.83,,,,,,,,
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2 - [AHNK_HUMAN],1.49,1,1,1,2,24.3,1.49,1,1,0,1.49,1,1,5890,628.7,6.15,,,,,,,,
TWF1,Q12792-4,Isoform 4 of Twinfilin-1 OS=Homo sapiens GN=TWF1 - [TWF1_HUMAN],8.73,4,1,1,2,31.07,8.73,1,1,0,8.73,1,1,252,28.8,7.62,,,,,,,,
TP53BP1,Q12888,Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2 - [TP53B_HUMAN],1.12,3,1,1,2,47.17,1.12,1,1,0,1.12,1,1,1972,213.4,4.7,,,,,,,,
PRKAA1,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens GN=PRKAA1 PE=1 SV=4 - [AAPK1_HUMAN],1.79,2,1,1,2,25.87,1.79,1,1,1.77,1.79,1,1,559,64,8.12,,,,,,,,
EIF3I,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1 - [EIF3I_HUMAN],2.77,1,1,1,2,0,2.77,1,1,1.65,2.77,1,1,325,36.5,5.64,,,,,,,,
NOLC1,Q14978,Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2 - [NOLC1_HUMAN],1.57,3,1,1,2,39.06,1.57,1,1,2,1.57,1,1,699,73.6,9.47,,,,,,,,
CCDC6,Q16204,Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2 - [CCDC6_HUMAN],4.01,1,1,1,2,29.3,4.01,1,1,0,4.01,1,1,474,53.3,7.34,,,,,,,,
RELA,Q2TAM5,RELA protein OS=Homo sapiens GN=RELA PE=2 SV=1 - [Q2TAM5_HUMAN],3.71,6,1,1,2,35.52,3.71,1,1,0,3.71,1,1,377,42.8,8.37,,,,,,,,
LRRFIP1,Q32MZ4-4,Isoform 4 of Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 - [LRRF1_HUMAN],2.03,1,1,1,2,34.4,2.03,1,1,2.12,2.03,1,1,640,73,5.95,,,,,,,,
NAPB,Q4G0M0,Beta-soluble NSF attachment protein OS=Homo sapiens GN=NAPB PE=2 SV=1 - [Q4G0M0_HUMAN],6.37,3,1,1,2,51.74,6.37,1,1,2.46,6.37,1,1,204,23.4,5.25,,,,,,,,
SEZ6,Q53EL9-2,Isoform 2 of Seizure protein 6 homolog OS=Homo sapiens GN=SEZ6 - [SEZ6_HUMAN],1.5,8,1,1,2,0,1.5,1,1,0,1.5,1,1,869,94,5.45,,,,,,,,
IQSEC2,Q5JU85-3,Isoform 3 of IQ motif and SEC7 domain-containing protein 2 OS=Homo sapiens GN=IQSEC2 - [IQEC2_HUMAN],2,3,1,1,2,44.07,2,1,1,0,2,1,1,949,105,7.24,,,,,,,,
VPS16,Q5JUA9,Vacuolar protein sorting-associated protein 16 homolog (Fragment) OS=Homo sapiens GN=VPS16 PE=2 SV=1 - [Q5JUA9_HUMAN],5.47,4,1,1,2,27.52,5.47,1,1,2.04,5.47,1,1,274,30.4,8.4,,,,,,,,
ELMO2,Q5JVZ4,Engulfment and cell motility protein 2 (Fragment) OS=Homo sapiens GN=ELMO2 PE=2 SV=1 - [Q5JVZ4_HUMAN],4.14,4,1,1,2,30.5,4.14,1,1,0,4.14,1,1,338,38,5.43,,,,,,,,
STAU1,Q5JW28,Double-stranded RNA-binding protein Staufen homolog 1 (Fragment) OS=Homo sapiens GN=STAU1 PE=2 SV=1 - [Q5JW28_HUMAN],6.53,5,1,1,2,36.76,6.53,1,1,2.03,6.53,1,1,199,22.5,9.95,,,,,,,,
NCSTN,Q5T205,Nicastrin (Fragment) OS=Homo sapiens GN=NCSTN PE=2 SV=1 - [Q5T205_HUMAN],5.48,7,1,1,2,41.92,5.48,1,1,0,5.48,1,1,219,24.5,5.26,,,,,,,,
TMOD1,Q5T7W3,Tropomodulin-1 OS=Homo sapiens GN=TMOD1 PE=2 SV=1 - [Q5T7W3_HUMAN],4.74,2,1,1,2,26.43,4.74,1,1,2.1,4.74,1,1,232,26,8.78,,,,,,,,
HDAC1,Q5TEE2,Histone deacetylase 1 (Fragment) OS=Homo sapiens GN=HDAC1 PE=2 SV=1 - [Q5TEE2_HUMAN],5.69,6,1,1,2,32.64,5.69,1,1,1.73,5.69,1,1,211,24.5,8.31,,,,,,,,
MGST3,Q5VV87,Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=2 SV=1 - [Q5VV87_HUMAN],18.6,3,1,1,2,21.61,18.6,1,1,0,18.6,1,1,129,14.4,9.7,,,,,,,,
KAZN,Q674X7-3,Isoform 3 of Kazrin OS=Homo sapiens GN=KAZN - [KAZRN_HUMAN],2.17,4,1,1,2,0,2.17,1,1,0,2.17,1,1,415,46.2,7.3,,,,,,,,
PPP1R21,Q6ZMI0,Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1 - [PPR21_HUMAN],2.18,1,1,1,2,54.17,2.18,1,1,2.35,2.18,1,1,780,88.3,6.84,,,,,,,,
SESTD1,Q86VW0,SEC14 domain and spectrin repeat-containing protein 1 OS=Homo sapiens GN=SESTD1 PE=1 SV=2 - [SESD1_HUMAN],1.87,1,1,1,2,57.25,1.87,1,1,2.3,1.87,1,1,696,79.3,5.1,,,,,,,,
THOC6,Q86W42-3,Isoform 3 of THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 - [THOC6_HUMAN],6.42,2,1,1,2,51.82,6.42,1,1,0,6.42,1,1,296,32.9,7.24,,,,,,,,
COX4I1,Q86WV2,COX4I1 protein OS=Homo sapiens GN=COX4I1 PE=4 SV=1 - [Q86WV2_HUMAN],13.25,5,1,1,2,23.7,13.25,1,1,0,13.25,1,1,83,9.3,8.48,,,,,,,,
MTMR1,Q8NEC6,MTMR1 protein OS=Homo sapiens GN=MTMR1 PE=2 SV=1 - [Q8NEC6_HUMAN],1.93,7,1,1,2,27.21,1.93,1,1,0,1.93,1,1,363,39.8,7.64,,,,,,,,
MYO3A,Q8NEV4,Myosin-IIIa OS=Homo sapiens GN=MYO3A PE=2 SV=2 - [MYO3A_HUMAN],0.56,1,1,1,2,41.97,0.56,1,2,,,,,1616,186.1,8.91,,,,,,,,
NLGN2,Q8NFZ4,Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1 - [NLGN2_HUMAN],1.32,1,1,1,2,42.22,1.32,1,1,1.89,1.32,1,1,835,90.8,6.18,,,,,,,,
LPPR1,Q8TBJ4,Lipid phosphate phosphatase-related protein type 1 OS=Homo sapiens GN=LPPR1 PE=2 SV=1 - [LPPR1_HUMAN],6.46,1,1,1,2,65.15,6.46,1,1,0,6.46,1,1,325,35.8,7.33,,,,,,,,
FAM110B,Q8TC76,Protein FAM110B OS=Homo sapiens GN=FAM110B PE=1 SV=1 - [F110B_HUMAN],4.05,1,1,1,2,30.18,4.05,1,1,1.62,4.05,1,1,370,40.7,9.39,,,,,,,,
DMXL2,Q8TDJ6,DmX-like protein 2 OS=Homo sapiens GN=DMXL2 PE=1 SV=2 - [DMXL2_HUMAN],0.56,2,1,1,2,25.49,0.56,1,1,0,0.56,1,1,3036,339.4,6.38,,,,,,,,
MADD,Q8WXG6-6,Isoform 6 of MAP kinase-activating death domain protein OS=Homo sapiens GN=MADD - [MADD_HUMAN],1.56,8,1,1,2,19.65,1.56,1,1,0,1.56,1,1,1479,163.9,6.32,,,,,,,,
GATAD2B,Q8WXI9,Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1 - [P66B_HUMAN],4.22,1,1,1,2,20.14,4.22,1,1,2.19,4.22,1,1,593,65.2,9.7,,,,,,,,
DNAJC9,Q8WXX5,DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1 - [DNJC9_HUMAN],6.92,1,1,1,2,24.51,6.92,1,1,0,6.92,1,1,260,29.9,5.73,,,,,,,,
TSC1,Q92574-2,Isoform 2 of Hamartin OS=Homo sapiens GN=TSC1 - [TSC1_HUMAN],1.44,2,1,1,2,57.74,1.44,1,1,2.2,1.44,1,1,1113,123.9,6.21,,,,,,,,
ZNF428,Q96B54,Zinc finger protein 428 OS=Homo sapiens GN=ZNF428 PE=1 SV=2 - [ZN428_HUMAN],7.45,2,1,1,2,43.56,7.45,1,1,0,7.45,1,1,188,20.5,4.17,,,,,,,,
RSPRY1,Q96DX4,RING finger and SPRY domain-containing protein 1 OS=Homo sapiens GN=RSPRY1 PE=2 SV=1 - [RSPRY_HUMAN],1.91,1,1,1,2,23.11,1.91,1,1,0,1.91,1,1,576,64.1,5.57,,,,,,,,
EDC3,Q96F86,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens GN=EDC3 PE=1 SV=1 - [EDC3_HUMAN],3.94,2,1,1,2,0,3.94,1,1,0,3.94,1,1,508,56,7.11,,,,,,,,
VCPIP1,Q96JH7,Deubiquitinating protein VCIP135 OS=Homo sapiens GN=VCPIP1 PE=1 SV=2 - [VCIP1_HUMAN],1.31,1,1,1,2,49.51,1.31,1,1,1.77,1.31,1,1,1222,134.2,7.2,,,,,,,,
CHAMP1,Q96JM3,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens GN=CHAMP1 PE=1 SV=2 - [CHAP1_HUMAN],1.11,1,1,1,2,29.9,1.11,1,1,0,1.11,1,1,812,89,8.44,,,,,,,,
YTHDC1,Q96MU7-2,Isoform 2 of YTH domain-containing protein 1 OS=Homo sapiens GN=YTHDC1 - [YTDC1_HUMAN],0.85,3,1,1,2,43.47,0.85,1,1,0,0.85,1,1,709,82.6,5.96,,,,,,,,
CDC5L,Q99459,Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2 - [CDC5L_HUMAN],1.25,1,1,1,2,28.64,1.25,1,1,1.84,1.25,1,1,802,92.2,8.18,,,,,,,,
